HighEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.03
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,RecentAvgEntropy,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
1106000,35392000,0.62823,0.690938,0.162817,29.1924,0.739733,19.0977,14.9075,16.2861,0.439518,0.214711,0.554912,
1108000,35456000,0.628337,0.687797,0.159283,29.2064,0.730222,19.1085,14.9117,16.2947,0.546267,0.195566,0.443363,
1110000,35520000,0.628455,0.693969,0.160866,29.2263,1.1173,19.1242,14.9185,16.306,0.791579,0.358722,0.702194,
1112000,35584000,0.628565,0.689125,0.164172,29.24,0.544528,19.136,14.9221,16.3132,0.395985,0.172936,0.33136,
1114000,35648000,0.628692,0.699719,0.16278,29.2587,0.566333,19.1504,14.9288,16.3237,0.379128,0.192654,0.374005,
1116000,35712000,0.628796,0.686328,0.160857,29.2753,1.56965,19.1657,14.933,16.3318,1.31996,0.545725,0.65091,
1118000,35776000,0.628905,0.690203,0.147093,29.2871,0.771986,19.1765,14.9353,16.3381,0.490708,0.218557,0.554437,
1120000,35840000,0.629012,0.688594,0.15359,29.3053,0.603595,19.191,14.9414,16.3481,0.509195,0.206497,0.249812,
1122000,35904000,0.629126,0.692937,0.148047,29.3221,1.17381,19.2054,14.9463,16.3569,0.918676,0.407503,0.606473,
1124000,35968000,0.62924,0.693266,0.146689,29.3368,1.39935,19.2177,14.9508,16.3647,1.09247,0.470997,0.736786,
1126000,36032000,0.629357,0.695172,0.148874,29.3516,1.17227,19.2302,14.9551,16.3725,0.815938,0.395211,0.743149,
1128000,36096000,0.629462,0.688516,0.168743,29.3738,0.392879,19.2466,14.9638,16.3852,0.302843,0.131278,0.213087,
1130000,36160000,0.629587,0.699922,0.166205,29.3857,2.16177,19.2587,14.9649,16.3914,1.55444,0.62355,1.36681,
1132000,36224000,0.629686,0.685609,0.165107,29.4074,0.897649,19.2752,14.9731,16.4033,0.700839,0.290051,0.480071,
1134000,36288000,0.629775,0.680094,0.148505,29.4219,1.16704,19.2869,14.9775,16.4116,0.888705,0.383144,0.652211,
1136000,36352000,0.62989,0.695516,0.158038,29.4331,0.930856,19.2975,14.9794,16.4173,0.720826,0.282228,0.516963,
1138000,36416000,0.629974,0.677234,0.156271,29.4512,1.00671,19.3121,14.9856,16.427,0.837586,0.371159,0.417331,
1140000,36480000,0.630092,0.697297,0.147008,29.4714,1.34886,19.3306,14.9917,16.4359,1.16199,0.49575,0.472698,
1142000,36544000,0.630197,0.690188,0.14039,29.4849,0.826578,19.3419,14.9953,16.4436,0.60048,0.281261,0.493504,
1144000,36608000,0.630302,0.690313,0.154749,29.4979,0.997958,19.3535,14.9981,16.4508,0.762871,0.329785,0.55244,
1146000,36672000,0.630415,0.695281,0.158771,29.5144,0.437069,19.3672,15.0031,16.4595,0.28838,0.148414,0.292985,
1148000,36736000,0.630519,0.690031,0.157324,29.5271,0.876909,19.3787,15.0053,16.4668,0.695919,0.356273,0.397159,
1150000,36800000,0.630627,0.692609,0.155845,29.5426,3.24405,19.391,15.0103,16.4755,2.6815,1.21652,1.36143,
1152000,36864000,0.630715,0.681203,0.149557,29.5546,1.92462,19.4014,15.0136,16.4819,1.487,0.565094,1.08335,
1154000,36928000,0.630811,0.685812,0.152893,29.5686,0.427486,19.4132,15.017,16.4899,0.328701,0.164874,0.217984,
1156000,36992000,0.630915,0.691406,0.154746,29.5864,1.46229,19.4274,15.023,16.4997,1.22818,0.634642,0.476544,
1158000,37056000,0.631016,0.688937,0.146726,29.6019,1.18588,19.44,15.0283,16.5079,0.916094,0.379689,0.650331,
1160000,37120000,0.631122,0.692406,0.148038,29.6171,0.213956,19.4534,15.0324,16.5156,0.166306,0.0736252,0.112688,
1162000,37184000,0.631227,0.692281,0.146132,29.6369,1.17924,19.4676,15.0407,16.5268,0.782571,0.378174,0.796979,
1164000,37248000,0.631327,0.689328,0.141173,29.6478,0.188648,19.4769,15.0434,16.533,0.154339,0.0648162,0.0869847,
1166000,37312000,0.631436,0.694953,0.146908,29.6624,0.882411,19.4895,15.0473,16.5406,0.598477,0.276139,0.586704,
1168000,37376000,0.631554,0.700297,0.146042,29.6721,0.48806,19.5001,15.0472,16.5459,0.356344,0.136432,0.304316,
1170000,37440000,0.631656,0.691156,0.142858,29.6808,0.426193,19.5089,15.0481,16.5501,0.334602,0.141461,0.222869,
1172000,37504000,0.631759,0.692078,0.138206,29.6969,1.20335,19.5213,15.054,16.559,0.91842,0.363833,0.687151,
1174000,37568000,0.631851,0.686188,0.138419,29.7122,0.989291,19.5345,15.0586,16.5669,0.734985,0.32108,0.579137,
1176000,37632000,0.631961,0.696219,0.158984,29.7228,0.381345,19.5441,15.0604,16.5729,0.287604,0.139917,0.207681,
1178000,37696000,0.632071,0.696828,0.151453,29.7436,0.456606,19.5599,15.0687,16.584,0.317033,0.137267,0.298557,
1180000,37760000,0.632167,0.688672,0.15285,29.7563,3.35736,19.5707,15.0711,16.5917,2.81107,0.958433,1.56562,
1182000,37824000,0.632268,0.691906,0.143636,29.769,1.27109,19.5816,15.075,16.5981,0.93249,0.414757,0.757692,
1184000,37888000,0.63238,0.698516,0.142364,29.7865,0.691103,19.5958,15.0814,16.6069,0.541922,0.203146,0.377724,
1186000,37952000,0.632486,0.695156,0.13795,29.7979,0.916305,19.6065,15.0839,16.6125,0.672737,0.321354,0.532703,
1188000,38016000,0.632583,0.690422,0.137805,29.8078,0.66429,19.6164,15.0852,16.6173,0.529146,0.213967,0.339859,
1190000,38080000,0.632682,0.691484,0.141184,29.8205,1.28409,19.6281,15.0882,16.6237,1.00534,0.363341,0.711447,
1192000,38144000,0.632788,0.695859,0.138465,29.8373,2.25515,19.6414,15.0944,16.6324,1.36241,0.696996,1.65643,
1194000,38208000,0.632878,0.686094,0.141313,29.8517,1.3636,19.654,15.0989,16.6394,1.14771,0.451301,0.581805,
1196000,38272000,0.632978,0.692969,0.156496,29.8694,2.86703,19.6686,15.1045,16.6488,2.23813,1.06282,1.44257,
1198000,38336000,0.633077,0.692172,0.160532,29.8876,0.759937,19.6841,15.1098,16.6584,0.542582,0.28876,0.446908,
1200000,38400000,0.633169,0.688312,0.157382,29.9029,0.483459,19.6974,15.1144,16.6659,0.42846,0.119815,0.189206,
1202000,38464000,0.633256,0.685719,0.149159,29.9156,1.26139,19.7088,15.1176,16.6723,0.93726,0.497983,0.681665,
1204000,38528000,0.633351,0.689984,0.157814,29.9275,1.05153,19.7206,15.1193,16.6781,0.845766,0.425837,0.457227,
1206000,38592000,0.633459,0.698672,0.162574,29.9369,1.61614,19.7312,15.119,16.6827,1.36407,0.509311,0.701283,
1208000,38656000,0.633564,0.696844,0.158239,29.9534,0.802711,19.7457,15.1235,16.6912,0.528763,0.229321,0.558718,
1210000,38720000,0.63366,0.691469,0.150128,29.9692,0.825667,19.7581,15.1289,16.6999,0.618399,0.280884,0.469481,
1212000,38784000,0.633759,0.694172,0.151079,29.9877,0.841714,19.7733,15.1352,16.7093,0.620733,0.280071,0.494706,
1214000,38848000,0.633855,0.691625,0.144442,30.0051,1.35284,19.7872,15.1413,16.7185,1.00603,0.468533,0.773675,
1216000,38912000,0.633949,0.691,0.142858,30.0246,2.26159,19.8035,15.1477,16.7285,1.88979,0.695267,1.02961,
1218000,38976000,0.634057,0.699734,0.14178,30.0388,4.80267,19.8164,15.1512,16.7356,3.42956,1.6883,2.90746,
1220000,39040000,0.634159,0.696125,0.14451,30.0508,0.893912,19.8285,15.1535,16.7408,0.684291,0.291796,0.495661,
1222000,39104000,0.634258,0.694828,0.14942,30.0579,0.28813,19.8367,15.1532,16.744,0.197873,0.0919171,0.188192,
1224000,39168000,0.63436,0.696969,0.145941,30.0731,0.936407,19.8501,15.1575,16.7517,0.758761,0.339662,0.431009,
1226000,39232000,0.63446,0.695203,0.136751,30.0893,0.819565,19.8631,15.1633,16.76,0.634576,0.237022,0.461325,
1228000,39296000,0.634554,0.692672,0.129849,30.1047,2.59728,19.8758,15.1689,16.7674,2.19034,1.04127,0.929533,
1230000,39360000,0.634647,0.691703,0.142347,30.1158,0.664168,19.8872,15.1706,16.7724,0.469719,0.217299,0.416251,
1232000,39424000,0.634735,0.688422,0.138386,30.1331,0.0898158,19.9012,15.1771,16.781,0.0580184,0.0307331,0.061288,
1234000,39488000,0.63482,0.68725,0.138867,30.1477,0.749273,19.9131,15.1819,16.7887,0.514793,0.326425,0.435713,
1236000,39552000,0.634919,0.696109,0.146875,30.1596,0.398842,19.9238,15.1848,16.7949,0.342668,0.10812,0.1731,
1238000,39616000,0.635017,0.695531,0.145973,30.1735,1.1263,19.9359,15.1886,16.802,0.679218,0.339685,0.831765,
1240000,39680000,0.63511,0.692844,0.145907,30.1886,0.588645,19.9484,15.1936,16.8097,0.405215,0.193124,0.380798,
1242000,39744000,0.635196,0.688547,0.144824,30.2019,0.638449,19.9606,15.1965,16.8164,0.43043,0.203261,0.425479,
1244000,39808000,0.635307,0.704422,0.143854,30.2155,1.47183,19.973,15.1999,16.8231,1.205,0.469961,0.702422,
1246000,39872000,0.635391,0.687281,0.139601,30.2274,0.374316,19.9851,15.2015,16.8287,0.24938,0.125126,0.249531,
1248000,39936000,0.635483,0.693047,0.143624,30.2412,1.03258,19.9968,15.2055,16.8361,0.749903,0.379927,0.599598,
1250000,40000000,0.635581,0.6965,0.156618,30.2553,1.00098,20.0088,15.209,16.844,0.79492,0.341416,0.503483,
1252000,40064000,0.635663,0.687094,0.152136,30.2714,0.608276,20.0225,15.2138,16.8523,0.39448,0.21605,0.409522,
1254000,40128000,0.635757,0.694547,0.150436,30.2825,0.972445,20.0334,15.2151,16.8581,0.784673,0.359732,0.447806,
1256000,40192000,0.635849,0.693563,0.143833,30.2919,0.353294,20.0435,15.2155,16.8625,0.26855,0.112503,0.200103,
1258000,40256000,0.635936,0.690719,0.13696,30.3029,0.843971,20.0546,15.2175,16.8673,0.700037,0.273303,0.38411,
1260000,40320000,0.636043,0.703109,0.142162,30.3199,1.67047,20.0683,15.2235,16.8763,1.28748,0.693627,0.807305,
1262000,40384000,0.63614,0.697156,0.142987,30.3289,0.731283,20.0775,15.2247,16.8804,0.601503,0.282519,0.305208,
1264000,40448000,0.636231,0.693469,0.147498,30.3466,1.18612,20.0931,15.2302,16.8886,0.927086,0.390815,0.628207,
1266000,40512000,0.636313,0.688203,0.144787,30.3623,1.11039,20.1082,15.234,16.8955,0.868656,0.401328,0.563323,
1268000,40576000,0.636407,0.696297,0.150997,30.3752,1.20891,20.1199,15.2366,16.9022,0.953269,0.318108,0.671977,
1270000,40640000,0.636493,0.691063,0.153719,30.3879,2.2368,20.1321,15.2396,16.9078,1.86457,0.789144,0.950747,
1272000,40704000,0.636585,0.694625,0.149997,30.3989,1.67537,20.1431,15.2419,16.9125,1.43376,0.561325,0.660396,
1274000,40768000,0.636675,0.693969,0.14979,30.4136,2.26286,20.1552,15.247,16.9199,1.72381,0.812871,1.21994,
1276000,40832000,0.636762,0.692125,0.151713,30.4343,0.964349,20.172,15.2547,16.9302,0.700456,0.278422,0.601508,
1278000,40896000,0.636851,0.693906,0.152787,30.4499,0.873879,20.1855,15.2591,16.9383,0.688436,0.304378,0.443931,
1280000,40960000,0.636944,0.696234,0.138277,30.4591,0.390419,20.1952,15.2601,16.9423,0.30225,0.135319,0.206786,
1282000,41024000,0.637043,0.700328,0.135332,30.4734,0.475993,20.208,15.2641,16.9491,0.384957,0.149965,0.236406,
1284000,41088000,0.637135,0.696453,0.139319,30.4868,1.60319,20.2196,15.2682,16.9558,1.23303,0.519087,0.883408,
1286000,41152000,0.637224,0.693984,0.144734,30.5008,1.1808,20.2319,15.2724,16.9624,0.979101,0.350304,0.559398,
1288000,41216000,0.637312,0.693984,0.141647,30.5141,0.875898,20.2433,15.2762,16.9692,0.58163,0.272835,0.595369,
1290000,41280000,0.637408,0.699219,0.138104,30.5266,1.74446,20.2561,15.2783,16.9746,1.31857,0.650112,0.939074,
1292000,41344000,0.637494,0.692766,0.135852,30.5381,2.78585,20.2664,15.2816,16.9801,2.48357,0.892048,0.892812,
1294000,41408000,0.637575,0.690219,0.1452,30.5485,1.44367,20.277,15.2827,16.9851,1.14749,0.52944,0.697969,
1296000,41472000,0.637668,0.697797,0.146251,30.5691,1.1439,20.2934,15.2909,16.9952,0.897766,0.362445,0.609221,
1298000,41536000,0.637756,0.694938,0.146947,30.5831,2.50579,20.3057,15.2946,17.0023,2.10602,0.887111,1.02796,
1300000,41600000,0.637854,0.701203,0.144409,30.597,1.50559,20.3181,15.2986,17.0088,1.24761,0.428292,0.725831,
1302000,41664000,0.637942,0.694969,0.142647,30.6059,0.671012,20.3294,15.2983,17.0117,0.568432,0.228537,0.273701,
1304000,41728000,0.638032,0.696891,0.139858,30.6203,0.744472,20.341,15.3035,17.0191,0.536827,0.276146,0.435658,
1306000,41792000,0.638114,0.691344,0.152574,30.632,0.789414,20.3524,15.3056,17.0246,0.610984,0.274773,0.417581,
1308000,41856000,0.638197,0.692641,0.145522,30.6473,2.23094,20.3646,15.3106,17.0332,1.71401,0.790349,1.18938,
1310000,41920000,0.638276,0.689594,0.155223,30.6567,1.31581,20.3752,15.3107,17.0373,1.09836,0.490825,0.532948,
1312000,41984000,0.638353,0.689359,0.145284,30.6718,1.04722,20.3873,15.3162,17.0451,0.634588,0.320204,0.76905,
1314000,42048000,0.638444,0.697969,0.155552,30.6794,0.490503,20.3967,15.3153,17.0481,0.338398,0.166036,0.313867,
1316000,42112000,0.638529,0.694359,0.15549,30.6944,0.512845,20.4087,15.3208,17.0559,0.379207,0.157963,0.307018,
1318000,42176000,0.638619,0.697906,0.154115,30.7085,0.655774,20.4211,15.3247,17.063,0.455261,0.187186,0.433289,
1320000,42240000,0.638707,0.696703,0.154248,30.7164,0.57375,20.4304,15.3244,17.0664,0.350936,0.172594,0.419815,
1322000,42304000,0.638792,0.694516,0.148305,30.7291,0.638336,20.4417,15.3278,17.0725,0.513431,0.221538,0.307868,
1324000,42368000,0.638884,0.700016,0.143344,30.7468,0.840955,20.4555,15.3348,17.0817,0.700931,0.267009,0.380272,
1326000,42432000,0.638959,0.688422,0.142861,30.7632,1.39731,20.4679,15.3413,17.0905,1.22065,0.428143,0.52837,
1328000,42496000,0.639035,0.689422,0.145775,30.7788,1.54869,20.4805,15.3471,17.0981,1.22781,0.553173,0.764799,
1330000,42560000,0.639124,0.698469,0.147405,30.7955,1.14737,20.4942,15.3528,17.1069,0.921349,0.43329,0.529004,
1332000,42624000,0.639212,0.697812,0.156485,30.8133,0.512903,20.5101,15.358,17.1151,0.454202,0.146928,0.187567,
1334000,42688000,0.639299,0.697141,0.155912,30.8289,0.656618,20.5238,15.3626,17.1228,0.514399,0.223962,0.341147,
1336000,42752000,0.639367,0.68475,0.145122,30.8457,0.984643,20.5378,15.3686,17.1306,0.662908,0.351258,0.637725,
1338000,42816000,0.639437,0.685859,0.136471,30.86,3.25813,20.5492,15.3742,17.1378,2.81498,1.09102,1.22516,
1340000,42880000,0.639523,0.697438,0.143903,30.8713,4.60568,20.5605,15.3764,17.1426,4.11816,1.52354,1.3899,
1342000,42944000,0.639611,0.698578,0.135438,30.8865,1.0344,20.5737,15.3815,17.1496,0.804104,0.375617,0.531333,
1344000,43008000,0.639695,0.696156,0.144564,30.8999,0.655823,20.5854,15.3856,17.1559,0.491157,0.238842,0.363075,
1346000,43072000,0.639781,0.697344,0.144896,30.9107,1.04969,20.5968,15.3875,17.16,0.914167,0.35176,0.37738,
1348000,43136000,0.639856,0.690422,0.150271,30.929,0.372086,20.6122,15.3941,17.1687,0.278491,0.134782,0.2067,
1350000,43200000,0.639944,0.699156,0.143517,30.9443,0.838834,20.6246,15.3997,17.1763,0.629738,0.272053,0.482762,
1352000,43264000,0.640029,0.697516,0.150788,30.9591,0.640456,20.6387,15.4031,17.1829,0.523917,0.229903,0.287817,
1354000,43328000,0.640115,0.697922,0.155592,30.9768,1.53568,20.6526,15.41,17.192,1.15656,0.541916,0.852657,
1356000,43392000,0.640199,0.697328,0.148852,30.9905,1.1069,20.6658,15.4133,17.1979,0.879887,0.291556,0.605005,
1358000,43456000,0.640291,0.702297,0.155224,31.0037,0.972848,20.6766,15.4176,17.2048,0.659442,0.34353,0.627341,
1360000,43520000,0.640367,0.692234,0.154427,31.0171,0.924525,20.6889,15.4213,17.2108,0.791003,0.302957,0.370511,
1362000,43584000,0.640448,0.695859,0.149145,31.0281,0.725288,20.7003,15.4226,17.2157,0.58888,0.296813,0.301935,
1364000,43648000,0.640536,0.700359,0.161693,31.0472,1.47325,20.7159,15.4293,17.2255,0.968871,0.439645,1.01905,
1366000,43712000,0.640613,0.692734,0.169087,31.0668,0.837105,20.7312,15.4371,17.2355,0.634709,0.259055,0.480395,
1368000,43776000,0.640685,0.689734,0.160478,31.0803,0.296949,20.7433,15.441,17.2417,0.223297,0.0906655,0.173484,
1370000,43840000,0.640754,0.687937,0.156136,31.0964,0.60834,20.7568,15.4466,17.2494,0.511083,0.177231,0.278317,
1372000,43904000,0.640853,0.708672,0.169303,31.1153,1.1617,20.7718,15.4541,17.2588,0.824524,0.378325,0.725664,
1374000,43968000,0.64094,0.700984,0.171783,31.1319,1.2988,20.7852,15.4598,17.2675,1.08664,0.393665,0.592556,
1376000,44032000,0.641021,0.696297,0.162522,31.1436,0.613939,20.7969,15.462,17.2724,0.45866,0.201342,0.354983,
1378000,44096000,0.641113,0.704953,0.155649,31.1619,1.99976,20.8119,15.4687,17.2814,1.6723,0.730734,0.817608,
1380000,44160000,0.641199,0.700562,0.160073,31.1736,0.553863,20.8227,15.472,17.2866,0.359542,0.158109,0.390505,
1382000,44224000,0.641287,0.701359,0.154387,31.1919,0.445676,20.8375,15.4787,17.2957,0.3855,0.144555,0.17065,
1384000,44288000,0.64137,0.698984,0.148039,31.2044,3.09214,20.8492,15.4821,17.3012,2.56138,1.07509,1.35827,
1386000,44352000,0.641445,0.693703,0.147821,31.2127,1.23411,20.8585,15.4826,17.3044,1.03476,0.39845,0.541795,
1388000,44416000,0.641529,0.699344,0.15007,31.2253,6.03311,20.8699,15.4857,17.3106,5.05925,1.79192,2.75527,
1390000,44480000,0.64163,0.711844,0.152371,31.2386,0.400356,20.8834,15.4885,17.316,0.328051,0.157196,0.167204,
1392000,44544000,0.641723,0.706172,0.152824,31.2482,0.847235,20.8939,15.4895,17.3197,0.662906,0.288529,0.441718,
1394000,44608000,0.6418,0.695766,0.160995,31.2657,0.688347,20.9076,15.496,17.3289,0.469317,0.224467,0.450752,
1396000,44672000,0.641874,0.693219,0.164179,31.2835,1.77981,20.9225,15.5022,17.3375,1.46364,0.637244,0.78702,
1398000,44736000,0.641961,0.702469,0.159677,31.2979,0.762743,20.9358,15.506,17.344,0.599309,0.266602,0.389267,
1400000,44800000,0.642058,0.709891,0.152596,31.3127,0.550886,20.9499,15.51,17.3501,0.417032,0.189281,0.306157,
1402000,44864000,0.64215,0.7065,0.161916,31.3293,5.38763,20.9636,15.5158,17.3585,4.7118,1.98888,1.69406,
1404000,44928000,0.642238,0.703937,0.164163,31.3439,1.01951,20.9772,15.5201,17.3645,0.891514,0.374253,0.323314,
1406000,44992000,0.642313,0.695297,0.162186,31.3623,3.72288,20.9925,15.5268,17.3731,2.37298,1.2219,2.59533,
1408000,45056000,0.642398,0.702156,0.157194,31.3756,0.9664,21.0051,15.5302,17.3789,0.845366,0.298804,0.360558,
1410000,45120000,0.642473,0.695484,0.158535,31.3926,0.948906,21.0193,15.5363,17.3869,0.778801,0.290233,0.457883,
1412000,45184000,0.642562,0.705063,0.165654,31.4078,1.00857,21.0324,15.541,17.3944,0.772133,0.355808,0.542608,
1414000,45248000,0.642643,0.699969,0.167567,31.421,0.513169,21.0443,15.5447,17.4006,0.324411,0.159027,0.364432,
1416000,45312000,0.64274,0.710813,0.170199,31.4354,1.16497,21.0572,15.5488,17.4074,0.917979,0.412995,0.586439,
1418000,45376000,0.642814,0.695766,0.159685,31.4458,1.06073,21.0689,15.5503,17.4107,0.761247,0.33258,0.659576,
1420000,45440000,0.642912,0.711859,0.148489,31.4589,1.20567,21.0806,15.5544,17.4164,0.971359,0.406487,0.587248,
1422000,45504000,0.643004,0.708453,0.153219,31.4766,1.00396,21.0962,15.5605,17.4241,0.750624,0.359725,0.561337,
1424000,45568000,0.643073,0.692,0.152947,31.4892,0.723411,21.1082,15.5636,17.4296,0.555835,0.269252,0.376662,
1426000,45632000,0.643154,0.701297,0.164028,31.4993,4.72833,21.1189,15.5649,17.4337,3.92631,1.78361,1.93905,
1428000,45696000,0.643245,0.707703,0.163493,31.5157,0.754797,21.133,15.5703,17.4414,0.525297,0.245126,0.48342,
1430000,45760000,0.64331,0.689719,0.160141,31.5323,1.72089,21.1466,15.5764,17.4493,1.41755,0.498017,0.839034,
1432000,45824000,0.643384,0.696375,0.165525,31.541,0.773099,21.1576,15.5761,17.4522,0.613852,0.297617,0.363719,
1434000,45888000,0.643466,0.702062,0.165138,31.5534,0.907166,21.1689,15.5796,17.4578,0.709437,0.254773,0.504717,
1436000,45952000,0.643543,0.698859,0.169446,31.5716,1.22906,21.184,15.5862,17.4664,0.930348,0.460369,0.658099,
1438000,46016000,0.643618,0.697703,0.162712,31.5844,1.27075,21.1961,15.5896,17.4718,1.00278,0.471985,0.621672,
1440000,46080000,0.643703,0.704484,0.16401,31.5935,1.56724,21.2059,15.5905,17.4755,1.30655,0.545647,0.671893,
1442000,46144000,0.643782,0.700969,0.158552,31.6055,0.969531,21.217,15.5937,17.4809,0.73728,0.281501,0.563174,
1444000,46208000,0.643863,0.702563,0.156361,31.6247,1.95531,21.2315,15.6023,17.4903,1.72263,0.625821,0.68128,
1446000,46272000,0.643945,0.702797,0.165673,31.6428,1.19732,21.245,15.6102,17.4995,0.89573,0.44666,0.657073,
1448000,46336000,0.644012,0.692484,0.182636,31.6554,1.03778,21.2577,15.6127,17.5047,0.828517,0.35181,0.516503,
1450000,46400000,0.64409,0.700656,0.172448,31.6724,3.21724,21.2723,15.6186,17.5125,2.44131,1.37105,1.58456,
1452000,46464000,0.644168,0.700984,0.155595,31.6907,1.2732,21.2872,15.6259,17.5211,0.991723,0.407327,0.686728,
1454000,46528000,0.644251,0.703797,0.149675,31.7059,3.91377,21.2999,15.6316,17.528,3.21022,1.26704,1.84573,
1456000,46592000,0.644328,0.700797,0.143455,31.7171,0.742649,21.311,15.6342,17.5325,0.608782,0.297596,0.303889,
1458000,46656000,0.644404,0.699359,0.142692,31.7314,1.28847,21.3245,15.6384,17.5382,0.938412,0.406323,0.783858,
1460000,46720000,0.644487,0.704984,0.148974,31.7452,1.45926,21.3362,15.6435,17.5445,1.20888,0.456672,0.677855,
1462000,46784000,0.644571,0.70625,0.141359,31.765,0.42159,21.351,15.6522,17.5545,0.300918,0.142836,0.258427,
1464000,46848000,0.644654,0.705219,0.152748,31.7799,0.9764,21.3637,15.6576,17.5612,0.749331,0.361317,0.511186,
1466000,46912000,0.644743,0.709844,0.145668,31.7932,1.5029,21.3763,15.6611,17.5668,1.20844,0.586715,0.673903,
1468000,46976000,0.644837,0.713859,0.134534,31.8072,1.14351,21.3885,15.6661,17.5728,0.948221,0.364493,0.525017,
1470000,47040000,0.644929,0.712047,0.144178,31.8256,0.448367,21.4038,15.6733,17.5811,0.362134,0.150283,0.217503,
1472000,47104000,0.64502,0.712594,0.148349,31.8404,0.833854,21.4178,15.678,17.5867,0.664769,0.325556,0.383936,
1474000,47168000,0.645104,0.706828,0.152484,31.8618,1.38899,21.4332,15.6879,17.5978,1.07963,0.528395,0.696049,
1476000,47232000,0.645184,0.703875,0.153935,31.8796,1.01325,21.4485,15.6946,17.6054,0.747825,0.301599,0.613573,
1478000,47296000,0.645277,0.713969,0.150575,31.895,1.31768,21.4623,15.6998,17.6118,1.14053,0.445427,0.486917,
1480000,47360000,0.645362,0.707812,0.149529,31.9076,0.812422,21.4742,15.7031,17.6173,0.691295,0.299207,0.304327,
1482000,47424000,0.64544,0.703812,0.152353,31.9242,1.44328,21.4877,15.7097,17.6249,1.0367,0.449951,0.897705,
1484000,47488000,0.645526,0.708578,0.157161,31.9386,2.31976,21.4997,15.715,17.6317,1.6999,0.851988,1.3288,
1486000,47552000,0.645614,0.710922,0.153713,31.9567,0.133508,21.5152,15.722,17.6394,0.0950143,0.0419331,0.0838949,
1488000,47616000,0.645695,0.706406,0.164988,31.9718,0.207908,21.5284,15.727,17.6461,0.13024,0.0711129,0.145623,
1490000,47680000,0.645773,0.703906,0.147245,31.9919,1.38849,21.5441,15.7357,17.6557,1.2466,0.472391,0.388262,
1492000,47744000,0.645859,0.709484,0.155128,32.0082,1.42986,21.5584,15.7413,17.6628,1.02415,0.553424,0.830264,
1494000,47808000,0.645956,0.718484,0.146905,32.0271,4.43806,21.5734,15.7492,17.6717,3.38866,1.61079,2.37039,
1496000,47872000,0.646038,0.707484,0.139582,32.0423,1.07446,21.589,15.7531,17.6765,0.825525,0.325445,0.605854,
1498000,47936000,0.646119,0.706172,0.134812,32.0534,0.455796,21.5996,15.7562,17.681,0.31298,0.140738,0.299978,
1500000,48000000,0.646199,0.706031,0.155124,32.0687,2.29629,21.6118,15.7621,17.6886,1.77373,0.836858,1.19437,
1502000,48064000,0.646283,0.709828,0.159961,32.0854,0.236137,21.6267,15.7677,17.6957,0.182303,0.0773851,0.128599,
1504000,48128000,0.646359,0.703359,0.159617,32.0967,2.8577,21.6394,15.7693,17.6993,1.88698,0.971338,1.9137,
1506000,48192000,0.646445,0.711406,0.150907,32.1056,2.71526,21.6493,15.7707,17.702,2.28754,1.09173,0.973621,
1508000,48256000,0.646521,0.703484,0.162635,32.1242,3.06349,21.6643,15.7784,17.7105,2.54814,1.09018,1.30518,
1510000,48320000,0.646605,0.710047,0.165029,32.1422,2.34819,21.6797,15.7851,17.7184,1.77395,0.73591,1.35112,
1512000,48384000,0.646691,0.711422,0.158507,32.1623,1.45041,21.6961,15.7935,17.7272,1.1504,0.465909,0.750462,
1514000,48448000,0.646759,0.698203,0.155662,32.1787,0.718273,21.71,15.7994,17.7348,0.511637,0.244005,0.441141,
1516000,48512000,0.646841,0.708625,0.146018,32.1961,2.63472,21.7237,15.8068,17.7429,2.42268,0.877623,0.549677,
1518000,48576000,0.646925,0.710641,0.148109,32.2088,1.45402,21.7366,15.8099,17.7475,1.25149,0.532502,0.514169,
1520000,48640000,0.647016,0.716375,0.15769,32.2273,0.475886,21.7521,15.8168,17.7561,0.382796,0.162908,0.231076,
1522000,48704000,0.647096,0.708156,0.163757,32.2396,0.995003,21.7651,15.8189,17.7605,0.554732,0.29517,0.771477,
1524000,48768000,0.647175,0.707031,0.156042,32.2571,0.743978,21.7829,15.8239,17.7659,0.635716,0.216007,0.320483,
1526000,48832000,0.647258,0.710156,0.155645,32.2794,1.36242,21.8008,15.8339,17.7756,1.2122,0.392039,0.48277,
1528000,48896000,0.647345,0.713828,0.158488,32.2966,0.517768,21.815,15.8404,17.7836,0.440739,0.172522,0.209926,
1530000,48960000,0.647442,0.721375,0.153153,32.3171,0.645278,21.8313,15.8491,17.793,0.547701,0.243769,0.238714,
