LowEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
98000,3136000,0.338934,0.344453,3.39525,11.4957,0.328866,7.69093,7.69636,3.71045,0.142931,0.16433,0.246412,
100000,3200000,0.339048,0.344641,3.35488,11.5394,0.401246,7.71186,7.71789,3.75748,0.188779,0.185142,0.301799,
102000,3264000,0.339136,0.343516,3.30067,11.5923,0.242634,7.7369,7.744,3.81467,0.115123,0.105856,0.185506,
104000,3328000,0.339216,0.343297,3.28043,11.622,0.720268,7.75244,7.75874,3.84365,0.367057,0.366072,0.500047,
106000,3392000,0.339438,0.351,3.3101,11.6736,0.490135,7.77852,7.78457,3.89448,0.238669,0.23905,0.355141,
108000,3456000,0.339556,0.345812,3.19655,11.7503,0.47313,7.81578,7.82235,3.97421,0.278591,0.231315,0.30452,
110000,3520000,0.339721,0.348609,3.19499,11.8245,0.551332,7.85324,7.85929,4.0467,0.333316,0.290018,0.329784,
112000,3584000,0.34004,0.357594,3.03121,11.9225,0.612416,7.90292,7.90817,4.14121,0.411363,0.291108,0.347979,
114000,3648000,0.340565,0.369984,2.95075,12.0014,1.83571,7.94395,7.94727,4.21531,1.41753,0.850075,0.798635,
116000,3712000,0.3411,0.371594,2.98426,12.1085,0.406265,7.99937,8.0008,4.31417,0.239222,0.190144,0.267711,
118000,3776000,0.341622,0.371891,2.89379,12.2537,0.797745,8.0729,8.07343,4.44991,0.537654,0.367936,0.460378,
120000,3840000,0.342259,0.379828,2.89651,12.4069,0.941517,8.15055,8.1503,4.59036,0.62715,0.474985,0.517229,
122000,3904000,0.343129,0.395312,2.72094,12.5793,1.20477,8.23853,8.23654,4.74611,0.910425,0.55955,0.55632,
124000,3968000,0.34407,0.401469,2.44965,12.7582,0.745533,8.33002,8.32632,4.90447,0.60022,0.310422,0.314949,
126000,4032000,0.345022,0.404047,2.11919,12.9259,1.60585,8.41748,8.4103,5.04896,1.3526,0.65829,0.562036,
128000,4096000,0.346203,0.420641,1.90296,13.0802,1.00786,8.49885,8.48725,5.17947,0.779246,0.338039,0.542483,
130000,4160000,0.347585,0.436047,1.48613,13.271,1.01453,8.59936,8.58295,5.3388,0.744164,0.424542,0.543365,
132000,4224000,0.349038,0.443484,1.16236,13.4183,1.65666,8.67771,8.65642,5.46035,1.09106,0.623778,1.07936,
134000,4288000,0.35049,0.446328,1.10106,13.5372,1.22235,8.74328,8.71486,5.5554,0.829237,0.474614,0.762396,
136000,4352000,0.351978,0.451656,0.853613,13.6601,1.23719,8.81056,8.77614,5.65268,0.834512,0.503939,0.761757,
138000,4416000,0.35353,0.459031,0.789949,13.7507,1.5665,8.86366,8.81974,5.72103,1.11637,0.713157,0.836085,
140000,4480000,0.35507,0.461359,0.771991,13.8455,1.20421,8.91725,8.86661,5.79344,1.01853,0.501409,0.401619,
142000,4544000,0.356535,0.459094,0.769439,13.9378,0.700856,8.96945,8.91214,5.86382,0.570005,0.311683,0.262958,
144000,4608000,0.357982,0.460734,0.795454,13.9825,0.644804,8.99776,8.93257,5.89579,0.445482,0.246606,0.395605,
146000,4672000,0.359571,0.473922,0.873618,14.0723,0.830018,9.04891,8.97648,5.96395,0.53854,0.366091,0.514667,
148000,4736000,0.361011,0.466125,0.881692,14.1736,0.816208,9.10544,9.02655,6.04177,0.583791,0.396545,0.410044,
150000,4800000,0.362391,0.464531,0.839701,14.2487,14.9412,9.14883,9.06294,6.0982,13.2171,5.30796,4.51369,
152000,4864000,0.363797,0.469281,0.753967,14.3294,0.513561,9.1964,9.10191,6.15729,0.437605,0.20898,0.16904,
154000,4928000,0.365251,0.475766,0.764512,14.4039,0.811241,9.23987,9.13812,6.21214,0.659992,0.370301,0.292231,
156000,4992000,0.366571,0.468156,0.696984,14.4877,4.71624,9.28884,9.17889,6.27368,3.71901,2.03126,2.07022,
158000,5056000,0.368015,0.480703,0.670341,14.5574,1.33718,9.3305,9.21261,6.32353,1.15358,0.434776,0.517961,
160000,5120000,0.369458,0.483453,0.756526,14.6376,0.912823,9.37726,9.25119,6.38296,0.734446,0.402248,0.363362,
162000,5184000,0.370871,0.483906,0.77307,14.7337,1.09003,9.43121,9.29864,6.45523,0.748257,0.404041,0.681936,
164000,5248000,0.372255,0.484297,0.686351,14.8303,0.918573,9.48531,9.34683,6.5272,0.687889,0.402671,0.456553,
166000,5312000,0.373654,0.488438,0.627718,14.9097,0.580874,9.53134,9.38559,6.58501,0.407435,0.27307,0.311199,
168000,5376000,0.374979,0.484922,0.600183,15.0128,1.80967,9.58899,9.43746,6.66095,1.38464,0.875196,0.769237,
170000,5440000,0.376308,0.487953,0.56516,15.0934,0.666459,9.63525,9.47716,6.71974,0.436631,0.27366,0.422648,
172000,5504000,0.377664,0.492875,0.575127,15.1655,0.491534,9.67708,9.51234,6.77222,0.30759,0.184223,0.336238,
174000,5568000,0.379013,0.495109,0.564683,15.2662,0.636373,9.73312,9.56278,6.84656,0.535988,0.215603,0.26684,
176000,5632000,0.380327,0.494594,0.536706,15.345,1.45727,9.77731,9.60217,6.90455,0.99637,0.718568,0.783932,
178000,5696000,0.381671,0.499953,0.52064,15.4247,0.562419,9.82351,9.64072,6.96257,0.483664,0.216646,0.18828,
180000,5760000,0.383057,0.506375,0.464195,15.5037,0.736755,9.86912,9.67968,7.01926,0.586804,0.313528,0.316495,
182000,5824000,0.384339,0.49975,0.433856,15.5947,0.918285,9.91899,9.72609,7.08602,0.422146,0.354713,0.734315,
184000,5888000,0.385597,0.500109,0.39815,15.6655,1.10951,9.95943,9.76143,7.13679,0.506937,0.430863,0.887911,
186000,5952000,0.386936,0.510078,0.397633,15.7737,0.733198,10.0193,9.81677,7.21484,0.444194,0.289584,0.506372,
188000,6016000,0.388295,0.514703,0.406875,15.8636,0.905487,10.0695,9.86246,7.27933,0.695899,0.378708,0.438419,
190000,6080000,0.389629,0.515047,0.339582,15.9505,0.771032,10.1195,9.90617,7.34044,0.524423,0.321335,0.464989,
192000,6144000,0.390964,0.517781,0.36561,16.0135,0.67907,10.156,9.93706,7.38522,0.550598,0.294915,0.266463,
194000,6208000,0.392318,0.522234,0.339431,16.0936,0.673879,10.2015,9.97761,7.44179,0.445152,0.270182,0.427732,
196000,6272000,0.393623,0.520297,0.308081,16.1625,0.538478,10.2415,10.0117,7.49023,0.381643,0.226546,0.304932,
198000,6336000,0.394885,0.518516,0.286362,16.2256,1.00078,10.2779,10.0433,7.53449,0.726467,0.42926,0.538093,
200000,6400000,0.396087,0.515094,0.294395,16.2756,0.439661,10.3074,10.0679,7.56892,0.348105,0.150068,0.222719,
202000,6464000,0.39734,0.522609,0.262802,16.3282,0.406812,10.3378,10.0943,7.60565,0.301077,0.137653,0.236432,
204000,6528000,0.398528,0.518516,0.256804,16.3836,0.509924,10.3705,10.1218,7.64369,0.371648,0.225014,0.266962,
206000,6592000,0.399672,0.516422,0.246572,16.4288,0.902681,10.3969,10.1443,7.67485,0.678512,0.310012,0.508279,
208000,6656000,0.400888,0.526078,0.245855,16.4785,0.394471,10.4273,10.1685,7.70811,0.308586,0.156392,0.189535,
210000,6720000,0.402059,0.523875,0.250611,16.5321,0.928643,10.4587,10.1951,7.74505,0.746858,0.371045,0.408543,
212000,6784000,0.40324,0.527281,0.252621,16.5747,0.99971,10.4851,10.2155,7.77362,0.738004,0.417613,0.529499,
214000,6848000,0.404391,0.526406,0.216445,16.6273,7.55013,10.5156,10.242,7.80968,5.65193,3.02838,3.98611,
216000,6912000,0.405495,0.523516,0.2204,16.6714,0.633257,10.5423,10.2636,7.83917,0.507789,0.218,0.309258,
218000,6976000,0.406627,0.528969,0.185732,16.7052,0.346752,10.5635,10.2797,7.86157,0.27248,0.141132,0.161472,
220000,7040000,0.407717,0.526453,0.197219,16.7414,0.25584,10.5854,10.2973,7.88597,0.210174,0.0930777,0.112328,
222000,7104000,0.408794,0.527328,0.192344,16.7792,0.211343,10.6088,10.3159,7.91065,0.169804,0.0664604,0.106844,
224000,7168000,0.40984,0.525891,0.191529,16.8213,1.36083,10.6343,10.3364,7.93881,1.12544,0.47962,0.596006,
226000,7232000,0.410885,0.527937,0.209896,16.8612,1.34807,10.659,10.3558,7.96506,1.07554,0.521275,0.623525,
228000,7296000,0.41188,0.524391,0.210888,16.9035,0.640211,10.685,10.3765,7.99301,0.520508,0.254734,0.272126,
230000,7360000,0.412935,0.533125,0.209042,16.9354,0.605268,10.7059,10.3909,8.01369,0.512504,0.239858,0.214842,
232000,7424000,0.41395,0.53075,0.203866,16.9743,0.273522,10.7303,10.4096,8.03895,0.226393,0.107047,0.110004,
234000,7488000,0.414907,0.525906,0.201071,17.0024,0.98787,10.7504,10.4218,8.0558,0.758144,0.424113,0.470354,
236000,7552000,0.415846,0.525625,0.196444,17.0477,2.29368,10.7773,10.4445,8.08626,1.7612,0.92046,1.14539,
238000,7616000,0.416838,0.533906,0.174274,17.0838,1.08396,10.7997,10.462,8.10967,0.837526,0.456896,0.514548,
240000,7680000,0.417801,0.532406,0.170038,17.1147,0.490906,10.8197,10.4767,8.12933,0.407491,0.185899,0.200951,
242000,7744000,0.418675,0.523578,0.176889,17.15,0.362871,10.8419,10.4936,8.15224,0.293951,0.151445,0.149441,
244000,7808000,0.419659,0.538672,0.173926,17.1915,0.766852,10.8685,10.5138,8.1784,0.601545,0.354435,0.317147,
246000,7872000,0.420557,0.530156,0.182153,17.2315,0.638847,10.8942,10.533,8.20341,0.443236,0.278637,0.3661,
248000,7936000,0.421509,0.538578,0.181042,17.2619,0.439457,10.9154,10.5465,8.22187,0.35608,0.189065,0.174881,
250000,8000000,0.422344,0.525906,0.170041,17.2943,0.939931,10.9376,10.5611,8.24161,0.759602,0.412086,0.369677,
252000,8064000,0.423233,0.534359,0.15757,17.3223,1.22305,10.9563,10.574,8.25907,1.01875,0.535466,0.413834,
254000,8128000,0.424098,0.533109,0.153844,17.3505,0.478392,10.9762,10.5864,8.27594,0.396067,0.168224,0.209023,
256000,8192000,0.424916,0.528766,0.14036,17.37,0.556364,10.9903,10.5951,8.28716,0.434178,0.242613,0.249339,
258000,8256000,0.425754,0.533047,0.158418,17.4103,1.16303,11.015,10.6149,8.31332,0.901985,0.471202,0.563045,
260000,8320000,0.426554,0.529719,0.16823,17.4349,1.90041,11.0325,10.626,8.32761,1.53602,0.814668,0.767141,
262000,8384000,0.42735,0.530828,0.154987,17.4749,0.286992,11.0579,10.6453,8.35294,0.236513,0.112129,0.117698,
264000,8448000,0.428181,0.537031,0.160799,17.5072,1.09496,11.0805,10.6599,8.37196,0.800568,0.488808,0.56488,
266000,8512000,0.42896,0.531828,0.14618,17.5419,0.803559,11.1025,10.6769,8.39391,0.666609,0.318462,0.316104,
268000,8576000,0.429716,0.530234,0.165907,17.5728,1.08517,11.1235,10.6911,8.41259,0.732175,0.491428,0.632467,
270000,8640000,0.430499,0.535438,0.174553,17.6083,1.16143,11.1496,10.7062,8.43291,0.860278,0.576424,0.525915,
272000,8704000,0.431277,0.536391,0.177386,17.6472,0.333675,11.1751,10.7248,8.45708,0.253896,0.147014,0.158943,
274000,8768000,0.432024,0.533562,0.160622,17.6791,1.16397,11.1984,10.7385,8.47541,0.93771,0.445658,0.526228,
276000,8832000,0.43272,0.528078,0.156326,17.7098,2.17801,11.2199,10.7522,8.49357,1.76794,0.818328,0.973873,
278000,8896000,0.433436,0.532203,0.148298,17.7404,1.86666,11.2414,10.7661,8.5115,1.54313,0.751857,0.733409,
280000,8960000,0.434126,0.53,0.164855,17.7751,0.488825,11.2646,10.7823,8.53261,0.338265,0.189575,0.297637,
282000,9024000,0.434889,0.541781,0.163463,17.8087,0.626824,11.2889,10.7969,8.55208,0.468201,0.235703,0.343715,
284000,9088000,0.435556,0.529531,0.137064,17.8315,1.63295,11.3056,10.8067,8.5651,1.32414,0.700082,0.650422,
286000,9152000,0.436235,0.532766,0.136406,17.8633,0.719997,11.3262,10.822,8.58495,0.581921,0.272602,0.324733,
288000,9216000,0.436908,0.533109,0.142559,17.8899,0.562996,11.3447,10.834,8.60064,0.428979,0.250603,0.264839,
290000,9280000,0.437537,0.528031,0.140985,17.9164,0.112005,11.3649,10.8451,8.61504,0.0926666,0.0452926,0.0436646,
292000,9344000,0.43817,0.53,0.133813,17.945,0.0798244,11.3835,10.859,8.63263,0.0659686,0.0321762,0.0313812,
294000,9408000,0.438822,0.533984,0.136511,17.9786,0.768835,11.4057,10.8749,8.6531,0.645242,0.315001,0.274855,
296000,9472000,0.439469,0.534563,0.127428,18.0068,0.600888,11.4237,10.8888,8.67063,0.519617,0.210348,0.216376,
298000,9536000,0.440126,0.537484,0.117901,18.0386,1.86425,11.4438,10.9043,8.6907,1.45815,0.793677,0.848101,
300000,9600000,0.440774,0.537328,0.118266,18.06,0.296893,11.4588,10.9138,8.70329,0.24821,0.112428,0.117887,
302000,9664000,0.441426,0.539203,0.126946,18.0876,0.419815,11.4765,10.9272,8.72045,0.328666,0.173542,0.195208,
304000,9728000,0.442059,0.537641,0.113349,18.1187,0.725416,11.4973,10.942,8.73913,0.588168,0.296555,0.303878,
306000,9792000,0.442651,0.532547,0.10741,18.1441,0.462611,11.5135,10.9545,8.75496,0.39902,0.177431,0.152678,
308000,9856000,0.443298,0.542359,0.113697,18.1664,0.148255,11.5289,10.9647,8.76799,0.12737,0.0507705,0.056382,
310000,9920000,0.443911,0.538344,0.11463,18.1898,0.301481,11.5452,10.9752,8.78194,0.250338,0.115894,0.121615,
312000,9984000,0.444541,0.542188,0.103577,18.2195,0.267464,11.5655,10.9889,8.79957,0.207681,0.100231,0.135497,
314000,10048000,0.445141,0.538688,0.117649,18.2473,2.0077,11.5837,11.0023,8.81649,1.55853,0.841777,0.945119,
316000,10112000,0.445717,0.536203,0.110039,18.2689,0.648145,11.5986,11.0123,8.8293,0.506649,0.288604,0.283031,
318000,10176000,0.446278,0.534859,0.108775,18.2905,0.495096,11.6129,11.0225,8.84233,0.375507,0.188582,0.261824,
320000,10240000,0.446882,0.542922,0.110708,18.3079,0.740538,11.626,11.0299,8.852,0.638738,0.278947,0.250199,
322000,10304000,0.447437,0.536328,0.106674,18.3319,0.288627,11.6425,11.0409,8.86612,0.227557,0.115994,0.13442,
324000,10368000,0.448031,0.543578,0.108367,18.3605,0.618839,11.6605,11.0551,8.88396,0.524395,0.245418,0.218499,
326000,10432000,0.448564,0.534938,0.116293,18.3854,0.210307,11.6781,11.0663,8.8984,0.171694,0.082786,0.0888638,
328000,10496000,0.44911,0.538047,0.109165,18.4065,0.902768,11.6928,11.0761,8.91058,0.704901,0.38408,0.413022,
330000,10560000,0.449627,0.5345,0.103063,18.4357,0.761568,11.7116,11.0903,8.92864,0.674414,0.247479,0.252794,
332000,10624000,0.450163,0.538516,0.0999766,18.4555,0.56291,11.7245,11.0997,8.94087,0.461139,0.2021,0.251742,
334000,10688000,0.450698,0.539594,0.111667,18.4822,0.78178,11.7433,11.1116,8.95633,0.619658,0.317349,0.355659,
336000,10752000,0.451217,0.537844,0.0975873,18.5023,0.312429,11.7574,11.1208,8.96792,0.246554,0.120117,0.14965,
338000,10816000,0.451739,0.539375,0.093682,18.526,0.723386,11.773,11.1322,8.9824,0.554495,0.29021,0.362768,
340000,10880000,0.452231,0.535375,0.110659,18.5503,0.342826,11.7903,11.1431,8.99633,0.258097,0.138113,0.178438,
342000,10944000,0.452727,0.537188,0.0975822,18.5718,1.38961,11.8047,11.1533,9.00917,1.31482,0.340018,0.294377,
344000,11008000,0.453161,0.527297,0.0962684,18.5904,0.11791,11.8188,11.1613,9.01921,0.0997738,0.0412164,0.047425,
346000,11072000,0.453627,0.533797,0.0980257,18.6188,0.237908,11.8368,11.1753,9.03677,0.201089,0.0892846,0.0905077,
348000,11136000,0.454105,0.536766,0.0999494,18.6384,1.6524,11.851,11.1838,9.04785,1.44114,0.568345,0.574907,
350000,11200000,0.454559,0.533547,0.0976538,18.6655,1.31771,11.8694,11.1966,9.06396,1.07284,0.499651,0.579413,
352000,11264000,0.455063,0.543281,0.0991115,18.683,0.237889,11.8827,11.204,9.07325,0.195594,0.0968001,0.0946795,
354000,11328000,0.455538,0.539156,0.0905775,18.6977,1.20781,11.8945,11.21,9.08077,0.970967,0.482748,0.531965,
356000,11392000,0.455995,0.536828,0.0923816,18.7171,1.51814,11.9077,11.219,9.09238,1.1847,0.663942,0.678539,
358000,11456000,0.45648,0.542922,0.0967759,18.7401,0.733601,11.9231,11.2299,9.10608,0.598525,0.291254,0.308398,
360000,11520000,0.456941,0.539391,0.0984991,18.7542,0.7111,11.9337,11.2358,9.11383,0.588676,0.280494,0.283633,
362000,11584000,0.457378,0.536,0.0925015,18.7699,0.390434,11.9455,11.2425,9.12256,0.291037,0.173678,0.193835,
364000,11648000,0.457854,0.544062,0.0854311,18.7939,0.412101,11.9616,11.2538,9.13684,0.367997,0.0972771,0.157932,
366000,11712000,0.458308,0.541016,0.0797348,18.8103,3.87919,11.973,11.2613,9.14643,2.77221,1.71049,2.10646,
368000,11776000,0.458728,0.535516,0.0919537,18.8321,2.46956,11.9877,11.2716,9.15937,2.04488,0.95887,0.998886,
370000,11840000,0.459181,0.542594,0.0891082,18.8496,0.754367,12.0009,11.2791,9.16889,0.60972,0.324978,0.30282,
372000,11904000,0.459611,0.539094,0.0894581,18.8709,0.719516,12.0157,11.2888,9.18137,0.628608,0.224623,0.268514,
374000,11968000,0.460028,0.537609,0.0922882,18.8916,1.08411,12.03,11.2984,9.19332,0.790359,0.506404,0.542386,
376000,12032000,0.460436,0.536687,0.0837469,18.9087,0.483027,12.0415,11.3065,9.20347,0.347041,0.211586,0.260977,
378000,12096000,0.460838,0.536359,0.0786942,18.931,0.41568,12.0561,11.3172,9.21699,0.314082,0.193153,0.191922,
380000,12160000,0.461269,0.542813,0.0754091,18.9531,0.70414,12.0708,11.3278,9.23012,0.588304,0.281572,0.265386,
382000,12224000,0.461675,0.538734,0.0667738,18.9697,0.474329,12.0823,11.3355,9.2399,0.393619,0.170066,0.202806,
384000,12288000,0.462085,0.540375,0.0799705,18.9894,0.685661,12.096,11.3444,9.25126,0.503991,0.28553,0.366873,
386000,12352000,0.462468,0.536109,0.0858216,19.0164,0.34258,12.1153,11.3565,9.26677,0.281879,0.141648,0.133571,
388000,12416000,0.462907,0.547625,0.0739993,19.0398,0.585307,12.1308,11.3677,9.28075,0.494689,0.22636,0.215935,
390000,12480000,0.463296,0.538672,0.0702877,19.0642,1.14207,12.1469,11.3795,9.29544,0.92931,0.452041,0.486175,
392000,12544000,0.463726,0.54775,0.0623245,19.0853,0.591819,12.1605,11.3898,9.30813,0.475234,0.2579,0.240604,
394000,12608000,0.464108,0.538906,0.0624656,19.1021,0.918049,12.1717,11.3978,9.31819,0.7421,0.389221,0.37498,
396000,12672000,0.464489,0.539531,0.0740059,19.1175,0.502591,12.1826,11.4048,9.3271,0.389769,0.192999,0.251852,
398000,12736000,0.464879,0.542063,0.0646273,19.1402,0.0391667,12.1967,11.4162,9.3412,0.031723,0.0161849,0.0163012,
400000,12800000,0.465256,0.540266,0.0676431,19.1497,0.607018,12.2039,11.4201,9.34652,0.485885,0.242104,0.271611,
402000,12864000,0.465611,0.536578,0.0632907,19.1713,0.072511,12.2188,11.4302,9.35895,0.0583439,0.0267814,0.0337133,
404000,12928000,0.465963,0.536797,0.0574635,19.19,0.0965223,12.231,11.4394,9.37021,0.080375,0.0387899,0.0367663,
406000,12992000,0.466332,0.540937,0.0623163,19.2094,0.898777,12.2433,11.449,9.38214,0.796975,0.290955,0.296607,
408000,13056000,0.466722,0.545906,0.0605742,19.2257,0.248938,12.2545,11.4566,9.39164,0.210628,0.0926764,0.0949563,
410000,13120000,0.467096,0.543234,0.0540207,19.2424,1.07179,12.2657,11.4645,9.40143,0.904403,0.393835,0.419143,
412000,13184000,0.467476,0.545375,0.0614691,19.2573,4.14653,12.2757,11.4716,9.41029,3.54294,1.60254,1.43985,
414000,13248000,0.467876,0.550266,0.0665972,19.2751,0.731789,12.2882,11.4798,9.42031,0.556979,0.318423,0.351989,
416000,13312000,0.468228,0.541172,0.065287,19.2949,0.411149,12.3011,11.4894,9.43226,0.319717,0.172773,0.192287,
418000,13376000,0.468594,0.544813,0.0659878,19.3107,0.501297,12.3131,11.4961,9.44084,0.359188,0.230228,0.263207,
420000,13440000,0.468923,0.537531,0.0632284,19.3285,0.718498,12.3255,11.5044,9.45107,0.593579,0.274846,0.297261,
422000,13504000,0.469283,0.544906,0.0671145,19.3474,0.528901,12.3382,11.5134,9.46204,0.403692,0.211213,0.268623,
424000,13568000,0.469618,0.540266,0.0705157,19.3701,0.83362,12.3539,11.524,9.47523,0.689919,0.307295,0.35285,
426000,13632000,0.469931,0.536375,0.0656426,19.3902,0.527656,12.3671,11.5337,9.48727,0.426704,0.200944,0.236571,
