VeryHighEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.1
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,RecentAvgEntropy,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
196000,6272000,0.36668,0.494375,2.67384,14.9089,0.976771,9.45974,9.41443,6.64503,0.640365,0.372085,0.636842,
198000,6336000,0.367923,0.489719,2.67452,14.966,1.15434,9.49126,9.44146,6.68996,0.679359,0.482833,0.798648,
200000,6400000,0.369235,0.499094,2.66685,15.0098,0.933854,9.51616,9.46151,6.72427,0.5952,0.337944,0.635306,
202000,6464000,0.370497,0.49675,2.66196,15.0667,0.987249,9.54759,9.48899,6.76822,0.609051,0.437146,0.642356,
204000,6528000,0.371726,0.495844,2.63214,15.1272,0.704636,9.58077,9.51802,6.81529,0.510259,0.292983,0.387697,
206000,6592000,0.37297,0.499906,2.62526,15.1724,0.670614,9.60634,9.53902,6.85042,0.386122,0.303248,0.456808,
208000,6656000,0.37419,0.499828,2.62132,15.2053,1.43104,9.6253,9.55365,6.87626,0.944192,0.576483,0.90777,
210000,6720000,0.375392,0.500406,2.62083,15.2589,0.508072,9.65502,9.57926,6.91746,0.354269,0.223845,0.287269,
212000,6784000,0.376681,0.512047,2.58909,15.3086,0.98296,9.68297,9.60278,6.95567,0.693408,0.342659,0.606614,
214000,6848000,0.377868,0.503656,2.63042,15.3263,1.66659,9.69457,9.60907,6.96964,0.880698,0.600834,1.28097,
216000,6912000,0.37902,0.502234,2.63413,15.3626,0.802076,9.71562,9.62555,6.99749,0.468657,0.364171,0.539505,
218000,6976000,0.380135,0.500547,2.6189,15.4037,1.39512,9.73901,9.64492,7.0287,0.971926,0.597575,0.802876,
220000,7040000,0.381247,0.502531,2.63957,15.4409,0.968543,9.76056,9.66185,7.05695,0.593515,0.439978,0.626287,
222000,7104000,0.382318,0.500078,2.62658,15.4991,0.72036,9.79269,9.69051,7.1006,0.482908,0.329459,0.420921,
224000,7168000,0.383399,0.503453,2.61558,15.5171,0.735275,9.80445,9.69759,7.11415,0.433253,0.323504,0.498264,
226000,7232000,0.384462,0.503516,2.63113,15.5613,0.929502,9.82947,9.71885,7.14705,0.636534,0.476041,0.481854,
228000,7296000,0.385522,0.50525,2.64422,15.6044,1.54577,9.85411,9.73934,7.17909,1.05661,0.630826,0.935446,
230000,7360000,0.38654,0.502578,2.65467,15.6332,0.819371,9.8712,9.75241,7.20054,0.570391,0.381372,0.447859,
232000,7424000,0.387586,0.507859,2.63747,15.6714,1.0699,9.89313,9.77064,7.22874,0.680161,0.445425,0.695464,
234000,7488000,0.388599,0.506172,2.6269,15.7175,1.13713,9.91901,9.79308,7.2628,0.776093,0.550793,0.622392,
236000,7552000,0.389498,0.494625,2.63821,15.7588,1.01163,9.94268,9.81295,7.29301,0.695032,0.503432,0.535611,
238000,7616000,0.390491,0.507688,2.61016,15.8046,0.872624,9.96866,9.83545,7.32625,0.59442,0.449886,0.453584,
240000,7680000,0.391467,0.507578,2.61431,15.8455,0.814214,9.99236,9.85525,7.35575,0.562432,0.412429,0.42014,
242000,7744000,0.39241,0.505609,2.65871,15.8691,1.03041,10.0069,9.86581,7.37274,0.705113,0.436373,0.611672,
244000,7808000,0.393306,0.501672,2.64196,15.9069,1.09225,10.0284,9.88419,7.4002,0.63967,0.463249,0.754478,
246000,7872000,0.394224,0.506234,2.63603,15.9329,0.68265,10.0442,9.89634,7.41853,0.446002,0.346994,0.382999,
248000,7936000,0.395147,0.508766,2.6451,15.9827,2.13482,10.0721,9.92121,7.4545,1.50633,0.963236,1.16644,
250000,8000000,0.396061,0.509375,2.65027,16.005,0.562541,10.0863,9.93089,7.47026,0.377033,0.243421,0.339182,
252000,8064000,0.396906,0.502453,2.66879,16.0301,0.773745,10.1014,9.94285,7.4877,0.507913,0.365626,0.454999,
254000,8128000,0.397739,0.502797,2.67026,16.0668,0.754233,10.1227,9.9609,7.51355,0.538878,0.317873,0.42123,
256000,8192000,0.398599,0.507828,2.63686,16.1293,0.694202,10.1572,9.99289,7.5582,0.427283,0.347838,0.422321,
258000,8256000,0.399482,0.5125,2.60908,16.1641,1.33872,10.1779,10.0096,7.58261,0.887205,0.698646,0.718972,
260000,8320000,0.400283,0.503609,2.61383,16.2077,0.75485,10.2025,10.0314,7.61383,0.445263,0.293905,0.534004,
262000,8384000,0.401177,0.517359,2.60439,16.2413,1.34462,10.2221,10.0479,7.63733,0.920533,0.666897,0.71824,
264000,8448000,0.40205,0.516391,2.6333,16.2695,1.10853,10.239,10.0613,7.65701,0.623715,0.587909,0.702987,
266000,8512000,0.402879,0.512328,2.6344,16.3016,1.34635,10.2578,10.0769,7.67943,0.922188,0.613532,0.765387,
268000,8576000,0.403712,0.514422,2.63946,16.3301,1.10379,10.2747,10.0907,7.69944,0.764625,0.550292,0.575218,
270000,8640000,0.404518,0.512547,2.63139,16.3577,0.907142,10.2913,10.104,7.71833,0.569626,0.443883,0.549,
272000,8704000,0.405297,0.510547,2.64453,16.3885,1.89864,10.3092,10.1191,7.73999,1.42787,0.763103,0.991808,
274000,8768000,0.406076,0.511969,2.64561,16.4318,0.643369,10.3336,10.141,7.77046,0.444077,0.293333,0.36149,
276000,8832000,0.406862,0.514594,2.6302,16.4483,0.998043,10.3444,10.1481,7.78183,0.601487,0.572322,0.55385,
278000,8896000,0.407609,0.510719,2.62482,16.4756,0.504372,10.3604,10.1613,7.80094,0.338099,0.250004,0.278527,
280000,8960000,0.408335,0.509141,2.64436,16.4989,0.598942,10.3746,10.1721,7.81731,0.397809,0.290224,0.340954,
282000,9024000,0.409047,0.508703,2.65139,16.5136,0.683393,10.3846,10.1784,7.82682,0.50015,0.320557,0.337815,
284000,9088000,0.409732,0.506453,2.6238,16.5592,0.937162,10.4102,10.202,7.85839,0.58094,0.500691,0.538599,
286000,9152000,0.410502,0.519719,2.61644,16.5808,0.532286,10.4234,10.212,7.87341,0.355185,0.236236,0.318378,
288000,9216000,0.411239,0.516641,2.59971,16.6183,0.884742,10.4446,10.2312,7.89934,0.620532,0.364937,0.514324,
290000,9280000,0.411959,0.515672,2.58517,16.6468,0.69621,10.4614,10.2452,7.91913,0.485692,0.321246,0.381593,
