LowEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.004
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
186000,5952000,0.391934,0.515469,16.2657,0.932918,10.3212,10.0535,7.54815,0.697734,0.371917,0.495158,
188000,6016000,0.3933,0.520328,16.3129,0.762953,10.3511,10.0757,7.57921,0.638557,0.233767,0.34597,
190000,6080000,0.394648,0.521359,16.3477,1.88364,10.375,10.0912,7.601,1.49098,0.587941,0.989642,
192000,6144000,0.395904,0.515281,16.3907,1.47514,10.4016,10.1119,7.62958,1.21006,0.571852,0.620305,
194000,6208000,0.397153,0.517,16.4245,0.632471,10.4241,10.1275,7.65081,0.467128,0.27337,0.327229,
196000,6272000,0.398388,0.518188,16.4568,1.42033,10.445,10.1425,7.67182,1.09428,0.603647,0.674911,
198000,6336000,0.399593,0.517719,16.4812,0.88542,10.4631,10.1524,7.68658,0.693088,0.365937,0.411931,
200000,6400000,0.400827,0.522969,16.5257,0.469817,10.491,10.1737,7.71576,0.390948,0.172535,0.195242,
202000,6464000,0.401972,0.516453,16.5522,0.624538,10.5099,10.1849,7.73193,0.502564,0.199082,0.312801,
204000,6528000,0.403125,0.519562,16.5825,0.607064,10.5304,10.1989,7.75066,0.574327,0.151531,0.125354,
206000,6592000,0.404316,0.525813,16.6125,0.805592,10.5501,10.2128,7.76974,0.754746,0.222235,0.173055,
208000,6656000,0.405457,0.523031,16.6539,0.237242,10.576,10.2328,7.79696,0.227676,0.0486079,0.0456604,
210000,6720000,0.40658,0.523375,16.6879,1.04079,10.5983,10.2488,7.81831,0.793811,0.464182,0.487481,
212000,6784000,0.407734,0.528891,16.717,0.812271,10.617,10.2624,7.83709,0.684024,0.255478,0.355844,
214000,6848000,0.408775,0.519078,16.7385,3.12121,10.6329,10.2712,7.85006,2.52277,1.38074,1.21291,
216000,6912000,0.409779,0.51725,16.7756,0.495559,10.6564,10.2888,7.87425,0.424406,0.183601,0.178182,
218000,6976000,0.410793,0.520312,16.7996,2.03536,10.6733,10.299,7.88894,1.43635,0.898457,1.12798,
220000,7040000,0.411799,0.521469,16.8272,0.8546,10.6934,10.311,7.90513,0.71437,0.35174,0.310318,
222000,7104000,0.412801,0.523,16.8584,0.87932,10.7145,10.3254,7.92427,0.765184,0.276613,0.33344,
224000,7168000,0.413794,0.523953,16.8987,0.28349,10.7399,10.3447,7.9504,0.230537,0.127372,0.10486,
226000,7232000,0.414749,0.521797,16.921,1.14154,10.7554,10.3544,7.96405,0.944009,0.487533,0.417467,
228000,7296000,0.41568,0.520875,16.9434,0.541488,10.7716,10.3641,7.97724,0.47626,0.165687,0.197315,
230000,7360000,0.416634,0.525391,16.9716,0.780599,10.7909,10.3767,7.99482,0.55968,0.330148,0.432545,
232000,7424000,0.417527,0.520187,16.9963,0.543787,10.8085,10.3871,8.00994,0.404654,0.218056,0.290536,
234000,7488000,0.418409,0.520688,17.0176,0.508324,10.8253,10.3958,8.0212,0.417859,0.222168,0.185551,
