Topology 
Layer 0, Neurons-85, Activation-LINEARLayer 1, Neurons-170, Activation-RELULayer 2, Neurons-170, Activation-RELULayer 3, Neurons-32, Activation-SOFTMAX
Learning Rate,0.01
Training Time, 6976.6s

Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
2000,64000,0.339844,0.339844,11.1612,0.16111,7.57061,7.53382,3.24029,0.0552524,0.0848161,0.125339,
4000,128000,0.337227,0.334609,11.1614,0.137623,7.57055,7.53391,3.24113,0.0469343,0.0704677,0.108496,
6000,192000,0.338984,0.3425,11.1632,0.159836,7.57113,7.5347,3.24389,0.0511928,0.0883109,0.122996,
8000,256000,0.338102,0.335453,11.1639,0.162102,7.57142,7.53513,3.24475,0.0588445,0.0875286,0.123098,
10000,320000,0.337694,0.336062,11.1657,0.150069,7.57208,7.53599,3.24729,0.0510901,0.0819151,0.114893,
12000,384000,0.337565,0.336922,11.1666,0.287045,7.57244,7.53649,3.24841,0.0991195,0.158805,0.217603,
14000,448000,0.337395,0.336375,11.1705,0.121675,7.57402,7.53832,3.25408,0.0404235,0.0662689,0.0936979,
16000,512000,0.337855,0.341078,11.1706,0.273072,7.57401,7.5384,3.25402,0.0947945,0.139437,0.214802,
18000,576000,0.337783,0.337203,11.1724,0.179181,7.57465,7.53924,3.25703,0.0589568,0.094069,0.140644,
20000,640000,0.337934,0.339297,11.1736,0.137382,7.57502,7.53977,3.25889,0.0461071,0.0740917,0.106105,
22000,704000,0.337516,0.333328,11.1753,0.327329,7.57575,7.54063,3.26096,0.120014,0.179027,0.246354,
24000,768000,0.336694,0.327656,11.1772,0.20762,7.57649,7.54156,3.26372,0.077536,0.110979,0.15741,
26000,832000,0.336398,0.332844,11.1787,0.229175,7.57718,7.54235,3.26552,0.0734289,0.118739,0.181742,
28000,896000,0.336704,0.340688,11.1815,0.246534,7.57828,7.54368,3.26938,0.0871383,0.13071,0.190002,
30000,960000,0.336693,0.336531,11.1847,0.343698,7.57946,7.54514,3.27422,0.102382,0.17893,0.27501,
32000,1024000,0.336866,0.339469,11.1864,0.146875,7.5802,7.54603,3.2763,0.0514569,0.0803558,0.111657,
34000,1088000,0.337245,0.343313,11.1887,0.525684,7.58121,7.54722,3.27898,0.172968,0.27394,0.413984,
36000,1152000,0.33742,0.340391,11.1907,0.391042,7.58202,7.54828,3.2814,0.127436,0.206838,0.306418,
38000,1216000,0.337198,0.333203,11.1954,0.499482,7.58422,7.55065,3.28703,0.17816,0.263066,0.385405,
40000,1280000,0.337374,0.340719,11.1988,0.166365,7.58572,7.55232,3.2914,0.0616865,0.091897,0.124206,
42000,1344000,0.337217,0.334078,11.2029,0.22002,7.58754,7.55432,3.29645,0.0805025,0.120677,0.165425,
44000,1408000,0.337108,0.334812,11.2071,0.150773,7.58931,7.55633,3.30199,0.0507742,0.0838674,0.114546,
46000,1472000,0.33702,0.335078,11.2122,0.270457,7.59153,7.55883,3.3086,0.0878011,0.142147,0.212679,
48000,1536000,0.337113,0.339266,11.2171,0.148198,7.59341,7.56106,3.31558,0.0527618,0.0835413,0.110452,
50000,1600000,0.337009,0.334516,11.2216,0.351749,7.59535,7.56334,3.32114,0.133364,0.190157,0.264162,
52000,1664000,0.337094,0.339203,11.2253,0.127512,7.59707,7.56527,3.32544,0.0472933,0.0721508,0.0938983,
54000,1728000,0.336977,0.333953,11.2299,0.213659,7.5994,7.56769,3.33012,0.0719018,0.112205,0.167003,
56000,1792000,0.337168,0.342313,11.2346,0.310759,7.60157,7.57002,3.33576,0.119517,0.172676,0.229063,
58000,1856000,0.337078,0.334547,11.2381,0.357114,7.60331,7.57192,3.33917,0.135914,0.192056,0.268649,
60000,1920000,0.337293,0.343547,11.2447,0.302307,7.6062,7.5751,3.34759,0.10788,0.162944,0.230653,
62000,1984000,0.337323,0.338203,11.2517,0.141037,7.60922,7.57849,3.35648,0.051043,0.0758073,0.107421,
64000,2048000,0.337443,0.341172,11.2596,0.245418,7.61291,7.5825,3.36571,0.0897097,0.142095,0.178861,
66000,2112000,0.337668,0.344859,11.2664,0.197916,7.61598,7.58583,3.37405,0.0776104,0.107904,0.146642,
68000,2176000,0.337792,0.341906,11.2748,0.216028,7.61959,7.58982,3.38475,0.0826701,0.117522,0.161314,
70000,2240000,0.337861,0.340187,11.2881,0.475125,7.62533,7.59621,3.40209,0.149319,0.241642,0.380863,
72000,2304000,0.337844,0.33725,11.3007,0.204369,7.6308,7.60233,3.41787,0.0779172,0.107267,0.15553,
74000,2368000,0.337796,0.336078,11.3072,0.233559,7.63397,7.60562,3.42478,0.0918718,0.129332,0.171414,
76000,2432000,0.337795,0.337766,11.3192,0.238244,7.63927,7.61143,3.4397,0.0915934,0.130885,0.176749,
78000,2496000,0.337805,0.338172,11.3306,0.274383,7.6446,7.61714,3.45271,0.110279,0.140171,0.208511,
80000,2560000,0.33799,0.345219,11.3444,0.326357,7.65113,7.62417,3.46816,0.120806,0.178466,0.245081,
82000,2624000,0.338121,0.343344,11.3577,0.590017,7.65736,7.63079,3.48339,0.205372,0.290419,0.470743,
84000,2688000,0.338315,0.346281,11.3781,0.19577,7.66646,7.64073,3.50809,0.0742774,0.0973959,0.152718,
86000,2752000,0.338472,0.345062,11.3987,0.281053,7.67608,7.65089,3.53145,0.102432,0.149745,0.214651,
