Topology 
Layer 0, Neurons-85, Activation-LINEARLayer 1, Neurons-170, Activation-RELULayer 2, Neurons-170, Activation-RELULayer 3, Neurons-32, Activation-SOFTMAX
Learning Rate,0.002

Baseline Calculator, Critic Network
Iterations,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
541000,0.358044,0.409,13.349,0.103942,9.19789,8.27884,5.00544,0.0726348,0.040562,0.0623132,
542000,0.358072,0.373,13.3642,0.114065,9.20548,8.2867,5.01922,0.10809,0.0319497,0.0175092,
543000,0.358053,0.348,13.3498,0.0295664,9.20276,8.27752,5.00081,0.0278331,0.00850423,0.00521264,
544000,0.359476,1.132,14.0471,4.50709e-05,9.83414,8.50515,5.31721,3.89265e-05,1.6799e-05,1.52939e-05,
545000,0.359341,0.286,14.0473,3.84707e-11,9.83431,8.50519,5.31729,1.19828e-11,9.19339e-12,3.53821e-11,
546000,0.3593,0.337,14.0472,4.9468e-12,9.83442,8.50511,5.31717,1.48009e-12,1.20117e-12,4.5648e-12,
547000,0.359325,0.373,14.0471,1.31879e-11,9.83432,8.50509,5.31711,4.00784e-12,3.24197e-12,1.21387e-11,
548000,0.359232,0.308,14.047,3.14588e-08,9.83425,8.50507,5.31704,1.29447e-08,8.07509e-09,2.75115e-08,
549000,0.359153,0.316,14.0466,5.30207e-07,9.83423,8.50471,5.31648,3.97736e-07,1.63009e-07,3.10409e-07,
550000,0.359056,0.306,14.0471,8.02704e-13,9.83444,8.50496,5.31687,2.27832e-13,1.96452e-13,7.442e-13,
551000,0.359074,0.369,14.0475,8.14781e-06,9.83471,8.50521,5.31725,6.90256e-06,2.49609e-06,3.53709e-06,
552000,0.359051,0.346,14.0474,6.36409e-14,9.83485,8.50501,5.31699,1.64692e-14,1.56115e-14,5.94576e-14,
553000,0.359043,0.355,14.0474,1.74706e-12,9.83478,8.50506,5.31703,5.31797e-13,4.16027e-13,1.61131e-12,
554000,0.359036,0.355,14.0476,1.71221e-10,9.83479,8.5052,5.31723,5.68926e-11,4.16246e-11,1.56036e-10,
555000,0.358928,0.299,14.0486,1.79143e-10,9.83563,8.50555,5.31788,6.92003e-11,4.38334e-11,1.59317e-10,
556000,0.35888,0.332,14.0495,2.88716e-06,9.8371,8.50531,5.31779,2.43262e-06,1.00197e-06,1.18917e-06,
557000,0.358758,0.291,14.0496,9.64603e-13,9.83765,8.5051,5.31757,2.69386e-13,2.39854e-13,8.94628e-13,
558000,0.358643,0.295,14.05,4.08659e-08,9.83788,8.50522,5.31777,1.75415e-08,1.02787e-08,3.54494e-08,
559000,0.358633,0.353,14.0503,1.61662e-10,9.83795,8.50551,5.31817,5.43475e-11,3.98894e-11,1.46934e-10,
560000,0.358721,0.408,14.0522,2.2844e-09,9.83852,8.50666,5.32013,8.50422e-10,5.70946e-10,2.04188e-09,
561000,0.358681,0.336,14.0522,1.82563e-09,9.83846,8.50671,5.32016,7.14844e-10,4.55259e-10,1.61699e-09,
562000,0.358655,0.344,14.0528,8.35957e-08,9.83981,8.50637,5.31986,3.64516e-08,2.08745e-08,7.22757e-08,
563000,0.358638,0.349,14.0534,1.20985e-08,9.84187,8.50555,5.31889,4.35739e-09,3.08357e-09,1.08571e-08,
564000,0.358637,0.358,14.0532,7.2815e-06,9.84204,8.50536,5.31854,5.92796e-06,2.40738e-06,3.47621e-06,
565000,0.358644,0.363,14.0528,8.78572e-07,9.8422,8.50491,5.31785,7.10959e-07,3.08723e-07,4.13662e-07,
566000,0.358664,0.37,14.054,6.90849e-13,9.84331,8.50512,5.31854,1.73249e-13,1.76004e-13,6.45197e-13,
567000,0.358541,0.289,14.0565,5.25248e-12,9.84896,8.50396,5.31663,1.43951e-12,1.33201e-12,4.87259e-12,
568000,0.358526,0.35,14.0572,1.70052e-06,9.84943,8.50435,5.31701,1.32389e-06,5.72249e-07,9.00887e-07,
569000,0.358476,0.33,14.0582,4.17757e-09,9.85071,8.50435,5.31726,1.83382e-09,1.1102e-09,3.58562e-09,
570000,0.358368,0.297,14.0612,7.67348e-10,9.85262,8.50554,5.31954,2.69176e-10,1.90072e-10,6.92993e-10,
571000,0.358366,0.357,14.062,3.4013e-05,9.85374,8.50558,5.31966,3.14724e-05,1.00645e-05,8.06741e-06,
572000,0.358351,0.35,14.0616,0.171846,9.85471,8.50467,5.31823,0.164593,0.0432853,0.0238031,
573000,0.358316,0.338,14.0544,0.00184346,9.85234,8.50028,5.31075,0.00171967,0.000540703,0.000385639,
574000,0.358317,0.359,14.0563,0.153868,9.8543,8.50057,5.31162,0.145993,0.0421899,0.0241152,
575000,0.358306,0.352,14.0607,1.14809e-08,9.85788,8.50218,5.31402,4.87395e-09,2.99879e-09,9.95308e-09,
576000,0.358328,0.371,14.0675,3.62133e-06,9.86316,8.5045,5.31852,2.78602e-06,1.27985e-06,1.92721e-06,
577000,0.358371,0.383,14.0623,1.01371e-06,9.86392,8.49964,5.31113,4.0732e-07,2.8179e-07,8.84474e-07,
578000,0.358343,0.342,14.051,0.00704321,9.86238,8.4919,5.2963,0.00656892,0.00216696,0.00132682,
579000,0.358361,0.369,14.0613,3.43651e-05,9.86796,8.49699,5.3052,3.08446e-05,1.03116e-05,1.11014e-05,
580000,0.358374,0.366,14.046,0.000154393,9.86386,8.48769,5.28714,0.000131807,5.1993e-05,6.13255e-05,
581000,0.358303,0.317,14.0443,0.00586924,9.86413,8.48599,5.28477,0.00527331,0.00199262,0.00163388,
582000,0.358421,0.427,14.0466,0.0465806,9.86916,8.48466,5.28357,0.0422878,0.0150544,0.0124444,
583000,0.358434,0.366,14.0449,0.000109882,9.86967,8.48358,5.27986,8.92406e-05,3.88164e-05,5.10233e-05,
584000,0.358493,0.393,14.0516,0.922062,9.87597,8.48508,5.28346,0.886948,0.227647,0.108155,
585000,0.358542,0.387,14.0494,2.92373e-06,9.87687,8.483,5.27936,2.10767e-06,1.13155e-06,1.68092e-06,
586000,0.35858,0.381,14.0561,4.4831e-05,9.88153,8.48559,5.28435,3.99395e-05,1.55782e-05,1.31139e-05,
587000,0.358652,0.401,14.0492,6.51094e-09,9.88336,8.47941,5.27246,1.93068e-09,1.82872e-09,5.94311e-09,
588000,0.358638,0.35,14.0549,0.0320162,9.88677,8.48214,5.27686,0.0302607,0.00926022,0.00485535,
589000,0.35874,0.419,14.0613,3.89385e-05,9.89223,8.48428,5.28024,3.08038e-05,1.44052e-05,1.8969e-05,
590000,0.358741,0.359,14.0627,0.0308349,9.89303,8.4852,5.2811,0.028367,0.0102657,0.00638093,
591000,0.358761,0.371,14.0618,7.04361e-10,9.8961,8.48259,5.27708,2.12754e-10,2.00734e-10,6.40754e-10,
592000,0.35873,0.34,14.0657,0.000348568,9.89833,8.48474,5.27971,0.000320852,0.000109815,8.05881e-05,
593000,0.358781,0.389,14.0688,5.68853e-06,9.90019,8.48637,5.28191,5.01347e-06,2.04784e-06,1.74093e-06,
594000,0.358779,0.358,14.0738,0.00785961,9.90357,8.48833,5.28577,0.00713008,0.00257455,0.00207535,
595000,0.35879,0.365,14.0736,0.00100538,9.90541,8.48706,5.28384,0.000940317,0.000305093,0.000183036,
596000,0.358846,0.392,14.0781,0.0189777,9.90922,8.48877,5.28606,0.0171222,0.00621459,0.00532554,
597000,0.358898,0.39,14.0709,2.36701e-08,9.9083,8.48394,5.27629,8.1832e-09,6.80328e-09,2.1143e-08,
598000,0.358883,0.35,14.077,4.20583e-10,9.91219,8.48669,5.28076,1.44863e-10,1.24197e-10,3.74806e-10,
599000,0.358935,0.39,14.0836,1.99835e-06,9.91609,8.48985,5.28588,1.41635e-06,7.54244e-07,1.19099e-06,
600000,0.358952,0.369,14.0895,0.0172983,9.92063,8.49214,5.2894,0.0156569,0.00601267,0.00423557,
601000,0.358978,0.375,14.0939,3.91638e-08,9.92405,8.49369,5.29229,1.43981e-08,1.09105e-08,3.47485e-08,
602000,0.358925,0.327,14.0941,5.95251e-12,9.9254,8.49314,5.29123,1.73301e-12,1.63959e-12,5.45351e-12,
603000,0.358891,0.338,14.0912,4.05747,9.92609,8.49046,5.28656,3.93945,0.889289,0.391032,
604000,0.358864,0.343,14.0917,4.77865e-06,9.92739,8.49021,5.28564,3.42591e-06,1.90817e-06,2.73086e-06,
605000,0.358821,0.333,14.0951,0.000153681,9.92934,8.49206,5.28822,0.000130651,5.99679e-05,5.43325e-05,
606000,0.358797,0.344,14.0964,6.34333e-09,9.93082,8.49214,5.28866,2.111e-09,1.76681e-09,5.71489e-09,
607000,0.358855,0.394,14.1009,0.00705512,9.93372,8.49413,5.29212,0.00650887,0.00222713,0.00156501,
608000,0.358964,0.425,14.1038,0.00026954,9.93579,8.49553,5.29381,0.000247777,8.55813e-05,6.27216e-05,
609000,0.358951,0.351,14.1089,0.00061562,9.93969,8.49719,5.29721,0.000530613,0.000221808,0.000219633,
610000,0.358985,0.38,14.1057,2.35038,9.94007,8.49436,5.29257,2.24728,0.631878,0.273363,
611000,0.358979,0.355,14.1063,0.000998318,9.94524,8.49176,5.28874,0.000866116,0.00034574,0.000356294,
612000,0.358956,0.345,14.1038,2.73267e-06,9.94534,8.48973,5.28502,1.73668e-06,1.08797e-06,1.8077e-06,
613000,0.358956,0.359,14.1088,0.000160022,9.9491,8.49176,5.28805,0.000128981,6.72972e-05,6.66489e-05,
614000,0.358963,0.363,14.1061,3.84471,9.94843,8.4902,5.28451,3.74119,0.834283,0.298719,
615000,0.359016,0.392,14.1046,0.0014625,9.95785,8.48415,5.27271,0.0012488,0.000515891,0.000559699,
616000,0.359034,0.37,14.1158,0.287939,9.96746,8.48778,5.2786,0.270564,0.0859715,0.0480953,
617000,0.358994,0.334,14.1208,0.284094,9.9705,8.49014,5.28241,0.272025,0.0727248,0.037715,
618000,0.359018,0.374,14.1258,9.64291e-05,9.97501,8.49182,5.28464,7.41644e-05,3.66157e-05,4.95733e-05,
619000,0.359103,0.412,14.1249,0.0010234,9.97594,8.49046,5.2826,0.000957016,0.000298628,0.000205647,
620000,0.359145,0.385,14.1352,0.212098,9.981,8.49618,5.29128,0.199487,0.0622572,0.0362538,
621000,0.359108,0.336,14.1405,0.00203292,9.98416,8.4988,5.29542,0.001778,0.00074145,0.000649405,
622000,0.359085,0.345,14.1322,3.69282e-05,9.98179,8.49401,5.28535,2.79634e-05,1.38037e-05,1.97788e-05,
623000,0.359146,0.397,14.1275,7.61001e-06,9.98237,8.49048,5.27744,4.9073e-06,2.92479e-06,5.02756e-06,
624000,0.359149,0.361,14.1285,0.00142228,9.98443,8.48988,5.27703,0.00119764,0.000519019,0.000564945,
625000,0.35919,0.385,14.1348,0.00483928,9.98868,8.49254,5.28153,0.00453267,0.00146124,0.000859221,
626000,0.35924,0.39,14.1397,5.05171e-08,9.99245,8.49433,5.28482,1.60073e-08,1.53018e-08,4.54049e-08,
627000,0.359262,0.373,14.1495,0.00823997,9.99985,8.49742,5.29195,0.00721167,0.00314005,0.00245541,
628000,0.359333,0.404,14.1477,9.73598e-05,10.0016,8.49537,5.28717,9.01521e-05,2.90913e-05,2.24769e-05,
629000,0.359305,0.342,14.1452,5.44511,10.0024,8.49301,5.28268,4.72458,1.85617,1.97035,
630000,0.359327,0.373,14.1431,6.84062e-05,10.0041,8.49075,5.27754,6.34224e-05,2.09194e-05,1.48118e-05,
631000,0.359328,0.36,14.1405,1.8679e-05,10.0056,8.48811,5.27188,1.17528e-05,7.64344e-06,1.23431e-05,
632000,0.359388,0.397,14.15,1.32247,10.0142,8.49058,5.27724,1.25253,0.376178,0.19646,
633000,0.3594,0.367,14.1614,0.00102909,10.0209,8.49579,5.28648,0.000794461,0.000420028,0.000501441,
634000,0.359391,0.354,14.1662,4.16282e-06,10.0236,8.49843,5.2902,3.80655e-06,1.33691e-06,1.02563e-06,
635000,0.359446,0.394,14.1754,0.000409733,10.0316,8.50139,5.29487,0.000324191,0.000161869,0.000191259,
636000,0.359451,0.363,14.1771,1.27491e-10,10.0334,8.50188,5.29514,4.60687e-11,2.81319e-11,1.155e-10,
637000,0.359432,0.347,14.1796,1.86457e-10,10.036,8.50245,5.29604,6.64059e-11,4.19737e-11,1.69099e-10,
638000,0.359528,0.421,14.1792,0.00199258,10.0385,8.50057,5.29331,0.0016119,0.000803764,0.000852132,
639000,0.359592,0.4,14.1749,2.91965,10.0402,8.49713,5.28412,2.83321,0.654688,0.262115,
640000,0.359575,0.349,14.1817,0.22157,10.0443,8.5002,5.28945,0.201752,0.0769764,0.0496399,
641000,0.359601,0.376,14.1834,9.94288e-05,10.0488,8.49914,5.28723,6.96866e-05,3.91903e-05,5.911e-05,
642000,0.359592,0.354,14.1838,2.96266e-05,10.0515,8.49824,5.28455,2.04117e-05,1.19823e-05,1.78192e-05,
643000,0.359636,0.388,14.1955,3.48072,10.0575,8.50419,5.29506,3.35622,0.852279,0.353274,
644000,0.359739,0.426,14.2043,0.106661,10.0627,8.50872,5.30145,0.0971349,0.0375224,0.0230964,
645000,0.35971,0.341,14.2067,0.0114357,10.0652,8.50951,5.3018,0.00946999,0.00419395,0.00484823,
646000,0.359697,0.351,14.2111,0.607116,10.0685,8.51149,5.30409,0.586957,0.142343,0.0617202,
647000,0.359816,0.437,14.4377,3.94596e-09,10.3791,8.5267,5.29314,1.31464e-09,1.12862e-09,3.54521e-09,
648000,0.359787,0.341,14.438,1.41934e-07,10.3803,8.52617,5.29251,5.52807e-08,4.00064e-08,1.24454e-07,
649000,0.359763,0.344,14.4328,2.38372e-08,10.3795,8.52245,5.28585,8.14561e-09,6.89018e-09,2.13164e-08,
650000,0.359723,0.334,14.4367,6.41859e-08,10.3817,8.52435,5.2892,2.36157e-08,1.79474e-08,5.69212e-08,
651000,0.359705,0.348,14.4393,0.000172995,10.3837,8.52516,5.29098,0.000143486,5.86624e-05,7.67967e-05,
652000,0.359699,0.356,14.4411,0.000582497,10.3851,8.52576,5.29226,0.000494403,0.000219229,0.00021635,
653000,0.359703,0.362,14.4405,0.472937,10.3847,8.5258,5.29134,0.451202,0.125394,0.0660444,
654000,0.359665,0.335,14.4419,3.41144e-09,10.3856,8.52632,5.29227,1.19048e-09,9.54847e-10,3.05105e-09,
655000,0.359641,0.344,14.4444,0.0152076,10.3872,8.52741,5.29426,0.014161,0.00480459,0.00276644,
656000,0.359643,0.361,14.4463,6.48463,10.3891,8.52779,5.29524,6.19727,1.68837,0.890888,
657000,0.359624,0.347,14.4446,0.14244,10.3894,8.52613,5.2928,0.131269,0.0478262,0.0277551,
658000,0.359535,0.301,14.4484,1.22119e-05,10.3909,8.52827,5.29647,8.99969e-06,4.56815e-06,6.87526e-06,
659000,0.359546,0.367,14.4464,9.60402e-06,10.3911,8.52681,5.29327,6.93179e-06,3.57736e-06,5.60268e-06,
660000,0.359488,0.321,14.4459,2.61952e-06,10.3915,8.52605,5.29229,1.86776e-06,9.85599e-07,1.54982e-06,
661000,0.359483,0.356,14.4471,8.65492e-05,10.3931,8.52622,5.29218,8.03167e-05,2.69397e-05,1.77269e-05,
662000,0.359462,0.346,14.4507,6.28427e-06,10.398,8.5266,5.2916,4.44008e-06,2.31269e-06,3.79858e-06,
663000,0.359501,0.385,14.4475,1.59088e-09,10.3998,8.52278,5.28555,4.88548e-10,4.56116e-10,1.44367e-09,
664000,0.35942,0.306,14.4503,0.000117708,10.4015,8.5242,5.2877,9.50536e-05,4.84823e-05,4.96934e-05,
665000,0.359435,0.369,14.4505,1.91357e-07,10.4027,8.5235,5.28688,7.09193e-08,5.41649e-08,1.69276e-07,
666000,0.359468,0.382,14.4498,2.11525e-10,10.4028,8.52293,5.28565,5.79624e-11,5.92027e-11,1.94624e-10,
667000,0.359459,0.353,14.4547,1.60963e-08,10.4076,8.52422,5.28752,5.17959e-09,4.46658e-09,1.45709e-08,
668000,0.35941,0.327,14.4557,0.000706796,10.4079,8.52495,5.28852,0.000596173,0.000261928,0.00027483,
669000,0.359389,0.345,14.4593,0.000326361,10.41,8.5266,5.29159,0.000277051,0.000115707,0.00012793,
670000,0.359376,0.351,14.4584,1.18644e-10,10.4101,8.52597,5.2899,3.19402e-11,3.28495e-11,1.0944e-10,
671000,0.359323,0.324,14.4588,0.00195777,10.4109,8.5258,5.28964,0.00169459,0.000673071,0.000712879,
672000,0.359345,0.374,14.4654,0.000384298,10.4141,8.52934,5.29571,0.000323312,0.000141459,0.000152131,
673000,0.359377,0.381,14.4625,7.25216e-06,10.4151,8.52675,5.29008,5.05439e-06,2.66259e-06,4.46739e-06,
674000,0.359355,0.344,14.453,6.29454e-05,10.4122,8.52087,5.27926,4.88325e-05,2.46875e-05,3.11133e-05,
675000,0.359364,0.366,14.456,1.18228e-05,10.4139,8.52234,5.28176,8.79297e-06,4.47086e-06,6.51724e-06,
676000,0.359346,0.347,14.4563,6.79423,10.4139,8.52257,5.28194,6.50947,1.72139,0.908367,
677000,0.359378,0.381,14.469,3.87498e-06,10.4219,8.52848,5.29154,2.77875e-06,1.43466e-06,2.28819e-06,
678000,0.359357,0.345,14.467,5.92086e-05,10.4218,8.52694,5.28886,4.88457e-05,2.09465e-05,2.60959e-05,
679000,0.359314,0.33,14.4692,9.05174e-06,10.423,8.52795,5.29071,6.8107e-06,3.34816e-06,4.93338e-06,
680000,0.359296,0.347,14.4708,0.00437779,10.4239,8.5288,5.29215,0.00380518,0.00166103,0.00138801,
681000,0.359255,0.332,14.4702,9.84938e-06,10.424,8.52825,5.29126,6.75619e-06,3.89123e-06,6.01852e-06,
682000,0.359282,0.377,14.4696,0.000628742,10.424,8.52777,5.2901,0.00054315,0.00022068,0.000227167,
683000,0.359334,0.395,14.4748,0.091862,10.4269,8.5303,5.29472,0.0850171,0.027928,0.0207544,
684000,0.359322,0.351,14.4767,0.00155701,10.4274,8.53158,5.29685,0.00145389,0.000468522,0.000301624,
685000,0.359257,0.315,14.4647,2.13389,10.424,8.52381,5.28317,2.04394,0.557733,0.254391,
686000,0.359284,0.378,14.4639,0.0004174,10.4249,8.52264,5.28126,0.000347474,0.000151883,0.000174401,
687000,0.35921,0.308,14.4646,9.891e-09,10.4281,8.52113,5.2791,3.15182e-09,2.74774e-09,8.9637e-09,
688000,0.359313,0.43,14.4549,2.91979e-06,10.425,8.51545,5.26804,1.93033e-06,1.13811e-06,1.87182e-06,
689000,0.359303,0.353,14.4624,4.02598e-07,10.4301,8.51851,5.27353,2.407e-07,1.54931e-07,2.83099e-07,
690000,0.359309,0.363,14.4638,1.60981e-08,10.431,8.519,5.27449,5.01932e-09,4.48332e-09,1.46238e-08,
691000,0.359233,0.307,14.4616,0.00679013,10.432,8.51667,5.27064,0.00585926,0.00244412,0.00240857,
692000,0.359295,0.402,14.4619,0.0138924,10.4324,8.51678,5.27035,0.0121695,0.00487622,0.00459636,
693000,0.359225,0.311,14.4563,10.8513,10.4344,8.51143,5.25957,10.1852,3.33568,1.69865,
694000,0.359196,0.339,14.4525,3.19975e-09,10.4338,8.50874,5.2547,8.61417e-10,9.03677e-10,2.94614e-09,
695000,0.359183,0.35,14.4538,0.00920042,10.4365,8.50858,5.25336,0.00821162,0.00305972,0.00280271,
696000,0.359233,0.394,14.448,1.15027,10.4355,8.50434,5.24599,1.09431,0.314684,0.163069,
697000,0.359217,0.348,14.44,7.63693,10.4336,8.49941,5.23582,7.25887,2.1185,1.06933,
698000,0.359219,0.361,14.4406,4.09387e-05,10.4344,8.49939,5.23599,2.88783e-05,1.6269e-05,2.40279e-05,
699000,0.359299,0.415,14.4378,0.0282748,10.433,8.49803,5.2332,0.0258043,0.00978933,0.00614589,
700000,0.359284,0.349,14.439,0.000743762,10.4351,8.4977,5.2328,0.000618318,0.000258515,0.000322544,
701000,0.359264,0.345,14.44,0.0565946,10.4368,8.4975,5.23264,0.0513766,0.0183069,0.015108,
702000,0.359217,0.326,14.4421,0.913218,10.4381,8.49848,5.23412,0.859539,0.268516,0.151852,
703000,0.359196,0.345,14.4448,1.54749e-05,10.44,8.49934,5.23645,1.06679e-05,5.83688e-06,9.57074e-06,
704000,0.359193,0.357,14.4544,0.000263421,10.4443,8.50449,5.246,0.000194223,0.000101546,0.000146139,
705000,0.359285,0.424,14.4613,6.83332e-07,10.4497,8.50696,5.25036,4.17029e-07,2.73808e-07,4.66968e-07,
706000,0.359244,0.33,14.4624,1.53035e-07,10.4502,8.50765,5.25128,5.23749e-08,4.43172e-08,1.36794e-07,
707000,0.359296,0.396,14.4624,2.93054e-06,10.4513,8.50678,5.25027,1.82054e-06,1.13139e-06,1.99841e-06,
708000,0.359306,0.367,14.4704,0.000809218,10.4549,8.51124,5.25796,0.000662053,0.00028862,0.00036499,
709000,0.359333,0.378,14.4609,0.106946,10.4532,8.50476,5.24575,0.103017,0.0253497,0.013503,
710000,0.359397,0.405,14.4683,6.31906,10.4575,8.5081,5.25211,6.08881,1.5267,0.725371,
711000,0.35939,0.354,14.4673,0.0029848,10.4586,8.50671,5.2494,0.00254919,0.0010402,0.00115268,
712000,0.359402,0.368,14.4759,0.915021,10.4654,8.50997,5.25418,0.864127,0.265997,0.140695,
713000,0.359431,0.38,14.4762,7.65382e-05,10.4676,8.50884,5.25245,5.57823e-05,3.12135e-05,4.20969e-05,
714000,0.359464,0.383,14.4707,0.0315796,10.4673,8.50448,5.24489,0.030165,0.00829888,0.00429841,
715000,0.359413,0.323,14.4711,0.118672,10.4682,8.50408,5.24494,0.098088,0.0454988,0.0489042,
716000,0.359436,0.376,14.4722,0.0138562,10.4714,8.5031,5.24319,0.0119899,0.00492194,0.0049001,
717000,0.35947,0.384,14.4807,0.000982475,10.4758,8.50736,5.251,0.000804014,0.000400939,0.000397575,
718000,0.359499,0.38,14.486,3.12286,10.478,8.51056,5.25602,3.03471,0.688937,0.261074,
719000,0.359516,0.372,14.4911,0.0147515,10.4812,8.51282,5.26003,0.0141338,0.00376038,0.0019242,
720000,0.359503,0.35,14.5014,0.51729,10.4857,8.51858,5.27026,0.490964,0.14079,0.0819824,
721000,0.359499,0.357,14.504,0.0241344,10.4872,8.51986,5.27223,0.0215331,0.00819065,0.0071908,
722000,0.359535,0.385,14.5151,6.01362e-07,10.4939,8.5247,5.28169,3.23284e-07,2.41425e-07,4.45912e-07,
723000,0.359542,0.365,14.5207,1.10382e-05,10.4975,8.52699,5.28625,7.23659e-06,4.52831e-06,6.99777e-06,
724000,0.359457,0.298,14.5287,0.00182687,10.5024,8.53072,5.2923,0.00153941,0.000670696,0.000719626,
725000,0.359465,0.365,14.5375,0.00015344,10.5068,8.5356,5.29998,0.000118302,6.10882e-05,7.62669e-05,
726000,0.359533,0.409,14.5449,2.02715e-05,10.5118,8.53871,5.30521,1.36129e-05,8.42492e-06,1.24355e-05,
727000,0.359627,0.428,14.5801,5.72371e-08,10.5458,8.54909,5.31765,1.80819e-08,1.61605e-08,5.18457e-08,
728000,0.359654,0.379,14.5782,8.29807e-06,10.5465,8.54705,5.31446,5.38362e-06,3.38058e-06,5.33351e-06,
729000,0.359667,0.369,14.5806,7.32488e-06,10.548,8.54833,5.31609,5.18617e-06,3.01117e-06,4.20598e-06,
730000,0.35967,0.362,14.5846,3.12642e-08,10.5506,8.55008,5.31893,9.79426e-09,8.97824e-09,2.83004e-08,
731000,0.359661,0.353,14.5846,0.227613,10.5508,8.55015,5.31861,0.208091,0.0771858,0.0504785,
732000,0.359683,0.376,14.5871,3.16673e-06,10.5531,8.55074,5.31988,2.08577e-06,1.28234e-06,2.00831e-06,
733000,0.359711,0.38,14.5994,0.546276,10.5675,8.55232,5.3223,0.522366,0.140927,0.0754376,
734000,0.359768,0.402,14.606,0.110751,10.5766,8.55208,5.32271,0.104631,0.0310782,0.0187636,
735000,0.359777,0.366,14.6065,8.99504e-06,10.5784,8.55164,5.32119,6.11623e-06,3.63951e-06,5.50059e-06,
736000,0.359739,0.332,14.5991,0.000766938,10.5768,8.5471,5.31147,0.000579207,0.000313947,0.00039262,
737000,0.359697,0.329,14.5951,9.37813e-06,10.5761,8.54427,5.30632,6.26112e-06,3.71126e-06,5.9139e-06,
738000,0.359698,0.36,14.5928,0.000766592,10.5764,8.54233,5.30272,0.000628008,0.00029828,0.000322952,
739000,0.359712,0.37,14.5914,0.445281,10.5796,8.53931,5.29747,0.408294,0.149597,0.0958715,
740000,0.359701,0.352,14.5926,0.323091,10.581,8.53948,5.29752,0.303008,0.0977274,0.0549805,
741000,0.359687,0.349,14.5901,0.00782933,10.5826,8.53654,5.29225,0.00687505,0.00283952,0.00244322,
742000,0.359675,0.351,14.5923,1.87702,10.5847,8.53687,5.29337,1.7844,0.513589,0.274525,
743000,0.359674,0.359,14.5975,0.000208312,10.588,8.53911,5.29748,0.000199645,5.00046e-05,3.21775e-05,
744000,0.359637,0.332,14.6047,0.0018437,10.5977,8.53956,5.29722,0.0014476,0.000792358,0.000822106,
745000,0.359667,0.382,14.6053,0.00373886,10.6004,8.53881,5.29467,0.00319665,0.00134643,0.00139557,
746000,0.359686,0.374,14.6092,1.6866e-06,10.6032,8.54037,5.29748,9.34491e-07,6.92535e-07,1.22137e-06,
747000,0.359665,0.344,14.6147,0.104822,10.6074,8.5423,5.30117,0.0963415,0.0342067,0.0231505,
748000,0.359705,0.389,14.612,0.000935139,10.6103,8.53861,5.29377,0.000712161,0.000401091,0.000454355,
749000,0.359713,0.366,14.6154,9.52458e-06,10.6141,8.53939,5.29444,5.80287e-06,3.9796e-06,6.41928e-06,
750000,0.359733,0.375,14.6111,0.000222444,10.6136,8.53619,5.28853,0.000156976,9.09348e-05,0.000128728,
751000,0.359764,0.383,14.6266,0.0108148,10.6331,8.53698,5.29086,0.00873583,0.00457346,0.00444164,
752000,0.359769,0.363,14.6337,1.48776e-15,10.6381,8.54052,5.29498,3.93764e-16,3.02086e-16,1.40254e-15,
753000,0.35976,0.353,14.6357,1.37491e-07,10.6396,8.54181,5.29541,4.10737e-08,4.28247e-08,1.24028e-07,
754000,0.359745,0.349,14.6332,0.0111543,10.6394,8.54039,5.29112,0.00979928,0.00409343,0.00341105,
755000,0.359752,0.365,14.6414,3.74016e-11,10.6457,8.543,5.29698,1.38693e-11,7.84714e-12,3.38371e-11,
756000,0.359791,0.389,14.6483,4.73189e-08,10.6496,8.54634,5.3026,1.77456e-08,1.22686e-08,4.21148e-08,
757000,0.359781,0.352,14.6454,0.17951,10.6495,8.54437,5.29806,0.172828,0.0439926,0.0204738,
758000,0.359802,0.376,14.6537,0.00413904,10.6543,8.54834,5.30494,0.00347839,0.00164501,0.00152526,
759000,0.359809,0.365,14.6608,1.28035e-08,10.6575,8.55228,5.31165,5.40656e-09,2.78629e-09,1.12666e-08,
760000,0.359889,0.421,14.6656,0.000420968,10.6609,8.55402,5.31552,0.000396132,0.000125327,6.77254e-05,
761000,0.359867,0.343,14.6697,0.0150705,10.6634,8.55628,5.31809,0.013928,0.00484702,0.00310428,
762000,0.359917,0.398,14.6757,0.00530065,10.667,8.55886,5.32315,0.00445236,0.00206176,0.00200564,
763000,0.359913,0.357,14.674,0.0247823,10.6691,8.5565,5.31824,0.0219956,0.00884064,0.00722505,
764000,0.359938,0.379,14.6764,0.00304437,10.6705,8.55777,5.31988,0.00286784,0.000860114,0.000551234,
765000,0.359948,0.367,14.6746,3.10683,10.6717,8.55582,5.31571,2.86663,0.894777,0.796366,
766000,0.360026,0.42,14.6664,0.000527568,10.6732,8.54888,5.30126,0.000410101,0.000210167,0.000256855,
767000,0.360042,0.372,14.6724,0.00697226,10.6772,8.55155,5.30554,0.00605083,0.00261718,0.00226939,
768000,0.359987,0.318,14.6753,1.73189,10.6794,8.5527,5.30725,1.61732,0.541737,0.300427,
