Topology 
Layer 0, Neurons-85, Activation-LINEARLayer 1, Neurons-170, Activation-RELULayer 2, Neurons-170, Activation-RELULayer 3, Neurons-32, Activation-SOFTMAX
Learning Rate,0.002
Training Time, 1478.71s

Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
190000,190000,0.340889,0.341,11.1661,0.360988,7.47935,7.56151,3.40085,0.109573,0.182446,0.291581,
192000,192000,0.340964,0.348,11.1652,0.628707,7.47924,7.56147,3.39802,0.208473,0.298784,0.512387,
194000,194000,0.340531,0.299,11.1701,0.324331,7.48073,7.56339,3.4067,0.11812,0.166026,0.252337,
196000,196000,0.340337,0.3215,11.1718,0.89658,7.48108,7.56388,3.41044,0.313416,0.454687,0.706319,
198000,198000,0.340641,0.3705,11.1733,0.386102,7.48155,7.56451,3.4129,0.1113,0.178329,0.32386,
200000,200000,0.34084,0.3605,11.178,1.06122,7.48311,7.56644,3.42047,0.435044,0.520431,0.81613,
202000,202000,0.340851,0.342,11.1763,0.43931,7.48247,7.56585,3.41752,0.173266,0.201523,0.349801,
204000,204000,0.340779,0.3335,11.1801,0.484253,7.48353,7.56737,3.42437,0.150583,0.233593,0.39656,
206000,206000,0.340913,0.3545,11.1828,0.630573,7.48432,7.56833,3.42921,0.18967,0.280259,0.532073,
208000,208000,0.340755,0.3245,11.1864,0.53975,7.48549,7.56961,3.43572,0.190231,0.244042,0.44225,
210000,210000,0.340733,0.3385,11.1852,0.838013,7.48528,7.56932,3.43295,0.268445,0.403088,0.683903,
212000,212000,0.3405,0.316,11.1857,0.558313,7.48532,7.56956,3.43382,0.18411,0.273019,0.450863,
214000,214000,0.340425,0.3325,11.1899,0.527168,7.48678,7.57129,3.44045,0.172362,0.259277,0.425409,
216000,216000,0.340523,0.351,11.1895,0.483961,7.48673,7.57131,3.43947,0.204238,0.274319,0.342425,
218000,218000,0.340335,0.32,11.191,0.553493,7.48712,7.57188,3.4422,0.197138,0.26781,0.442457,
220000,220000,0.3407,0.3805,11.19,0.614472,7.48709,7.57177,3.4392,0.254533,0.301188,0.471248,
